"","n0_j_bin","n0_y_bin","n0_a_bin","condition","decision","0-162.5","162.5-325","325-487.5","487.5-650"
"1035","131.25-175","0-12.5","25-50",1,6,1,0,0,0
"1036","131.25-175","0-12.5","25-50",1,7,1,0,0,0
"1037","131.25-175","0-12.5","25-50",2,1,0.621004566210046,0.378995433789954,0,0
"1038","131.25-175","0-12.5","25-50",2,2,0.757575757575758,0.242424242424242,0,0
"1039","131.25-175","0-12.5","25-50",2,3,0.793859649122807,0.206140350877193,0,0
"1040","131.25-175","0-12.5","25-50",2,4,0.702970297029703,0.297029702970297,0,0
"1041","131.25-175","0-12.5","25-50",2,5,0.786729857819905,0.213270142180095,0,0
"1042","131.25-175","0-12.5","25-50",2,6,0.754545454545455,0.245454545454545,0,0
"1043","131.25-175","0-12.5","25-50",2,7,0.548387096774194,0.451612903225806,0,0
"1044","131.25-175","0-12.5","25-50",3,1,0,0.333333333333333,0.666666666666667,0
"1045","131.25-175","0-12.5","25-50",3,2,0,0.330049261083744,0.669950738916256,0
"1046","131.25-175","0-12.5","25-50",3,3,0,0.346613545816733,0.653386454183267,0
"1047","131.25-175","0-12.5","25-50",3,4,0,0.379310344827586,0.620689655172414,0
"1048","131.25-175","0-12.5","25-50",3,5,0,0.4,0.6,0
"1049","131.25-175","0-12.5","25-50",3,6,0,0.425619834710744,0.574380165289256,0
"1050","131.25-175","0-12.5","25-50",3,7,0,0.222826086956522,0.777173913043478,0
"1051","131.25-175","0-12.5","50-75",1,1,0.995305164319249,0.00469483568075117,0,0
"1052","131.25-175","0-12.5","50-75",1,2,0.990909090909091,0.00909090909090909,0,0
"1053","131.25-175","0-12.5","50-75",1,3,1,0,0,0
"1054","131.25-175","0-12.5","50-75",1,4,0.990566037735849,0.00943396226415094,0,0
"1055","131.25-175","0-12.5","50-75",1,5,0.990521327014218,0.00947867298578199,0,0
"1056","131.25-175","0-12.5","50-75",1,6,0.995098039215686,0.00490196078431373,0,0
"1057","131.25-175","0-12.5","50-75",1,7,0.976958525345622,0.0230414746543779,0,0
"1058","131.25-175","0-12.5","50-75",2,1,0.0353982300884956,0.964601769911504,0,0
"1059","131.25-175","0-12.5","50-75",2,2,0.0905349794238683,0.909465020576132,0,0
"1060","131.25-175","0-12.5","50-75",2,3,0.128888888888889,0.871111111111111,0,0
"1061","131.25-175","0-12.5","50-75",2,4,0.0865800865800866,0.913419913419913,0,0
"1062","131.25-175","0-12.5","50-75",2,5,0.0467289719626168,0.953271028037383,0,0
"1063","131.25-175","0-12.5","50-75",2,6,0.0666666666666667,0.933333333333333,0,0
"1064","131.25-175","0-12.5","50-75",2,7,0.025974025974026,0.974025974025974,0,0
"1065","131.25-175","0-12.5","50-75",3,1,0,0.0140845070422535,0.981220657276995,0.00469483568075117
"1066","131.25-175","0-12.5","50-75",3,2,0,0.0406091370558376,0.954314720812183,0.0050761421319797
"1067","131.25-175","0-12.5","50-75",3,3,0,0.0454545454545455,0.954545454545455,0
"1068","131.25-175","0-12.5","50-75",3,4,0,0.028169014084507,0.971830985915493,0
"1069","131.25-175","0-12.5","50-75",3,5,0,0.0174672489082969,0.982532751091703,0
"1070","131.25-175","0-12.5","50-75",3,6,0,0.0336134453781513,0.957983193277311,0.00840336134453781
"1071","131.25-175","0-12.5","50-75",3,7,0,0.0131004366812227,0.978165938864629,0.00873362445414847
"1072","131.25-175","0-12.5","75-100",1,1,0.566137566137566,0.433862433862434,0,0
"1073","131.25-175","0-12.5","75-100",1,2,0.727272727272727,0.272727272727273,0,0
"1074","131.25-175","0-12.5","75-100",1,3,0.817258883248731,0.182741116751269,0,0
"1075","131.25-175","0-12.5","75-100",1,4,0.623188405797101,0.376811594202899,0,0
"1076","131.25-175","0-12.5","75-100",1,5,0.560975609756098,0.439024390243902,0,0
"1077","131.25-175","0-12.5","75-100",1,6,0.518518518518518,0.481481481481481,0,0
"1078","131.25-175","0-12.5","75-100",1,7,0.410377358490566,0.589622641509434,0,0
"1079","131.25-175","0-12.5","75-100",2,1,0,1,0,0
"1080","131.25-175","0-12.5","75-100",2,2,0,1,0,0
"1081","131.25-175","0-12.5","75-100",2,3,0,1,0,0
"1082","131.25-175","0-12.5","75-100",2,4,0,1,0,0
"1083","131.25-175","0-12.5","75-100",2,5,0,1,0,0
"1084","131.25-175","0-12.5","75-100",2,6,0,1,0,0
"1085","131.25-175","0-12.5","75-100",2,7,0,1,0,0
"1086","131.25-175","0-12.5","75-100",3,1,0,0,0.865740740740741,0.134259259259259
"1087","131.25-175","0-12.5","75-100",3,2,0,0,0.885321100917431,0.114678899082569
"1088","131.25-175","0-12.5","75-100",3,3,0,0,0.937799043062201,0.062200956937799
"1089","131.25-175","0-12.5","75-100",3,4,0,0,0.898058252427185,0.101941747572816
"1090","131.25-175","0-12.5","75-100",3,5,0,0,0.929292929292929,0.0707070707070707
"1091","131.25-175","0-12.5","75-100",3,6,0,0,0.930232558139535,0.0697674418604651
"1092","131.25-175","0-12.5","75-100",3,7,0,0,0.797872340425532,0.202127659574468
"1093","131.25-175","12.5-25","0-25",1,1,1,0,0,0
"1094","131.25-175","12.5-25","0-25",1,2,1,0,0,0
"1095","131.25-175","12.5-25","0-25",1,3,1,0,0,0
"1096","131.25-175","12.5-25","0-25",1,4,1,0,0,0
"1097","131.25-175","12.5-25","0-25",1,5,1,0,0,0
"1098","131.25-175","12.5-25","0-25",1,6,1,0,0,0
"1099","131.25-175","12.5-25","0-25",1,7,1,0,0,0
"1100","131.25-175","12.5-25","0-25",2,1,0.989847715736041,0.0101522842639594,0,0
"1101","131.25-175","12.5-25","0-25",2,2,0.982378854625551,0.0176211453744493,0,0
"1102","131.25-175","12.5-25","0-25",2,3,0.987234042553191,0.0127659574468085,0,0
"1103","131.25-175","12.5-25","0-25",2,4,0.995535714285714,0.00446428571428571,0,0
"1104","131.25-175","12.5-25","0-25",2,5,0.99163179916318,0.00836820083682008,0,0
"1105","131.25-175","12.5-25","0-25",2,6,0.981981981981982,0.018018018018018,0,0
"1106","131.25-175","12.5-25","0-25",2,7,0.957983193277311,0.0420168067226891,0,0
"1107","131.25-175","12.5-25","0-25",3,1,0,0.596638655462185,0.403361344537815,0
"1108","131.25-175","12.5-25","0-25",3,2,0,0.627450980392157,0.372549019607843,0
"1109","131.25-175","12.5-25","0-25",3,3,0,0.596774193548387,0.403225806451613,0
"1110","131.25-175","12.5-25","0-25",3,4,0,0.816593886462882,0.183406113537118,0
"1111","131.25-175","12.5-25","0-25",3,5,0,0.754385964912281,0.245614035087719,0
"1112","131.25-175","12.5-25","0-25",3,6,0,0.772321428571429,0.227678571428571,0
"1113","131.25-175","12.5-25","0-25",3,7,0,0.610526315789474,0.389473684210526,0
"1114","131.25-175","12.5-25","25-50",1,1,1,0,0,0
"1115","131.25-175","12.5-25","25-50",1,2,1,0,0,0
"1116","131.25-175","12.5-25","25-50",1,3,1,0,0,0
"1117","131.25-175","12.5-25","25-50",1,4,1,0,0,0
"1118","131.25-175","12.5-25","25-50",1,5,1,0,0,0
"1119","131.25-175","12.5-25","25-50",1,6,1,0,0,0
"1120","131.25-175","12.5-25","25-50",1,7,1,0,0,0
"1121","131.25-175","12.5-25","25-50",2,1,0.412037037037037,0.587962962962963,0,0
"1122","131.25-175","12.5-25","25-50",2,2,0.444444444444444,0.555555555555556,0,0
"1123","131.25-175","12.5-25","25-50",2,3,0.570135746606335,0.429864253393665,0,0
"1124","131.25-175","12.5-25","25-50",2,4,0.477477477477477,0.522522522522523,0,0
"1125","131.25-175","12.5-25","25-50",2,5,0.482758620689655,0.517241379310345,0,0
"1126","131.25-175","12.5-25","25-50",2,6,0.521186440677966,0.478813559322034,0,0
"1127","131.25-175","12.5-25","25-50",2,7,0.307692307692308,0.692307692307692,0,0
"1128","131.25-175","12.5-25","25-50",3,1,0,0.128755364806867,0.871244635193133,0
"1129","131.25-175","12.5-25","25-50",3,2,0,0.114832535885167,0.885167464114832,0
"1130","131.25-175","12.5-25","25-50",3,3,0,0.16,0.84,0
"1131","131.25-175","12.5-25","25-50",3,4,0,0.211453744493392,0.788546255506608,0
"1132","131.25-175","12.5-25","25-50",3,5,0,0.164948453608247,0.835051546391753,0
"1133","131.25-175","12.5-25","25-50",3,6,0,0.175965665236052,0.824034334763948,0
"1134","131.25-175","12.5-25","25-50",3,7,0,0.0625,0.9375,0
"1135","131.25-175","12.5-25","50-75",1,1,0.991902834008097,0.00809716599190283,0,0
"1136","131.25-175","12.5-25","50-75",1,2,0.991341991341991,0.00865800865800866,0,0
"1137","131.25-175","12.5-25","50-75",1,3,1,0,0,0
"1138","131.25-175","12.5-25","50-75",1,4,0.981308411214953,0.0186915887850467,0,0
"1139","131.25-175","12.5-25","50-75",1,5,1,0,0,0
"1140","131.25-175","12.5-25","50-75",1,6,0.986842105263158,0.0131578947368421,0,0
"1141","131.25-175","12.5-25","50-75",1,7,0.953781512605042,0.046218487394958,0,0
"1142","131.25-175","12.5-25","50-75",2,1,0.0256410256410256,0.974358974358974,0,0
"1143","131.25-175","12.5-25","50-75",2,2,0.00873362445414847,0.991266375545852,0,0
"1144","131.25-175","12.5-25","50-75",2,3,0.0346320346320346,0.965367965367965,0,0
"1145","131.25-175","12.5-25","50-75",2,4,0.0133928571428571,0.986607142857143,0,0
"1146","131.25-175","12.5-25","50-75",2,5,0.00766283524904215,0.992337164750958,0,0
"1147","131.25-175","12.5-25","50-75",2,6,0.0210970464135021,0.978902953586498,0,0
"1148","131.25-175","12.5-25","50-75",2,7,0.00836820083682008,0.99163179916318,0,0
"1149","131.25-175","12.5-25","50-75",3,1,0,0,0.9625,0.0375
"1150","131.25-175","12.5-25","50-75",3,2,0,0.00440528634361234,0.982378854625551,0.013215859030837
"1151","131.25-175","12.5-25","50-75",3,3,0,0.00418410041841004,0.98326359832636,0.0125523012552301
"1152","131.25-175","12.5-25","50-75",3,4,0,0,0.985781990521327,0.014218009478673
"1153","131.25-175","12.5-25","50-75",3,5,0,0,0.995433789954338,0.0045662100456621
"1154","131.25-175","12.5-25","50-75",3,6,0,0.00793650793650794,0.984126984126984,0.00793650793650794
"1155","131.25-175","12.5-25","50-75",3,7,0,0,0.944700460829493,0.0552995391705069
"1156","131.25-175","12.5-25","75-100",1,1,0.405982905982906,0.594017094017094,0,0
"1157","131.25-175","12.5-25","75-100",1,2,0.580188679245283,0.419811320754717,0,0
"1158","131.25-175","12.5-25","75-100",1,3,0.68859649122807,0.31140350877193,0,0
"1159","131.25-175","12.5-25","75-100",1,4,0.495192307692308,0.504807692307692,0,0
"1160","131.25-175","12.5-25","75-100",1,5,0.369458128078818,0.630541871921182,0,0
"1161","131.25-175","12.5-25","75-100",1,6,0.405,0.595,0,0
"1162","131.25-175","12.5-25","75-100",1,7,0.283950617283951,0.716049382716049,0,0
"1163","131.25-175","12.5-25","75-100",2,1,0,1,0,0
"1164","131.25-175","12.5-25","75-100",2,2,0,1,0,0
"1165","131.25-175","12.5-25","75-100",2,3,0,1,0,0
"1166","131.25-175","12.5-25","75-100",2,4,0,1,0,0
"1167","131.25-175","12.5-25","75-100",2,5,0,1,0,0
"1168","131.25-175","12.5-25","75-100",2,6,0,1,0,0
"1169","131.25-175","12.5-25","75-100",2,7,0,1,0,0
"1170","131.25-175","12.5-25","75-100",3,1,0,0,0.585253456221198,0.414746543778802
"1171","131.25-175","12.5-25","75-100",3,2,0,0,0.721973094170404,0.278026905829596
"1172","131.25-175","12.5-25","75-100",3,3,0,0,0.788135593220339,0.211864406779661
"1173","131.25-175","12.5-25","75-100",3,4,0,0,0.787128712871287,0.212871287128713
"1174","131.25-175","12.5-25","75-100",3,5,0,0,0.748953974895398,0.251046025104602
"1175","131.25-175","12.5-25","75-100",3,6,0,0,0.716814159292035,0.283185840707965
"1176","131.25-175","12.5-25","75-100",3,7,0,0,0.506666666666667,0.493333333333333
"1177","131.25-175","25-37.5","0-25",1,1,1,0,0,0
"1178","131.25-175","25-37.5","0-25",1,2,1,0,0,0
"1179","131.25-175","25-37.5","0-25",1,3,1,0,0,0
"1180","131.25-175","25-37.5","0-25",1,4,1,0,0,0
"1181","131.25-175","25-37.5","0-25",1,5,1,0,0,0
"1182","131.25-175","25-37.5","0-25",1,6,1,0,0,0
"1183","131.25-175","25-37.5","0-25",1,7,1,0,0,0
"1184","131.25-175","25-37.5","0-25",2,1,0.91588785046729,0.0841121495327103,0,0
"1185","131.25-175","25-37.5","0-25",2,2,0.89119170984456,0.10880829015544,0,0
"1186","131.25-175","25-37.5","0-25",2,3,0.932642487046632,0.0673575129533679,0,0
"1187","131.25-175","25-37.5","0-25",2,4,0.938144329896907,0.0618556701030928,0,0
"1188","131.25-175","25-37.5","0-25",2,5,0.923809523809524,0.0761904761904762,0,0
"1189","131.25-175","25-37.5","0-25",2,6,0.961038961038961,0.038961038961039,0,0
"1190","131.25-175","25-37.5","0-25",2,7,0.91219512195122,0.0878048780487805,0,0
"1191","131.25-175","25-37.5","0-25",3,1,0,0.323404255319149,0.676595744680851,0
"1192","131.25-175","25-37.5","0-25",3,2,0,0.291666666666667,0.708333333333333,0
"1193","131.25-175","25-37.5","0-25",3,3,0,0.376106194690265,0.623893805309734,0
"1194","131.25-175","25-37.5","0-25",3,4,0,0.511520737327189,0.488479262672811,0
"1195","131.25-175","25-37.5","0-25",3,5,0,0.49537037037037,0.50462962962963,0
"1196","131.25-175","25-37.5","0-25",3,6,0,0.457777777777778,0.542222222222222,0
"1197","131.25-175","25-37.5","0-25",3,7,0,0.300492610837438,0.699507389162562,0
"1198","131.25-175","25-37.5","25-50",1,1,1,0,0,0
"1199","131.25-175","25-37.5","25-50",1,2,1,0,0,0
"1200","131.25-175","25-37.5","25-50",1,3,1,0,0,0
"1201","131.25-175","25-37.5","25-50",1,4,1,0,0,0
"1202","131.25-175","25-37.5","25-50",1,5,1,0,0,0
"1203","131.25-175","25-37.5","25-50",1,6,1,0,0,0
"1204","131.25-175","25-37.5","25-50",1,7,1,0,0,0
"1205","131.25-175","25-37.5","25-50",2,1,0.145,0.855,0,0
"1206","131.25-175","25-37.5","25-50",2,2,0.226993865030675,0.773006134969325,0,0
"1207","131.25-175","25-37.5","25-50",2,3,0.257261410788382,0.742738589211618,0,0
"1208","131.25-175","25-37.5","25-50",2,4,0.336363636363636,0.663636363636364,0,0
"1209","131.25-175","25-37.5","25-50",2,5,0.334883720930233,0.665116279069767,0,0
"1210","131.25-175","25-37.5","25-50",2,6,0.298165137614679,0.701834862385321,0,0
"1211","131.25-175","25-37.5","25-50",2,7,0.191709844559585,0.808290155440414,0,0
"1212","131.25-175","25-37.5","25-50",3,1,0,0.00480769230769231,0.995192307692308,0
"1213","131.25-175","25-37.5","25-50",3,2,0,0.0148514851485149,0.985148514851485,0
"1214","131.25-175","25-37.5","25-50",3,3,0,0.0238095238095238,0.976190476190476,0
"1215","131.25-175","25-37.5","25-50",3,4,0,0.0511627906976744,0.948837209302326,0
"1216","131.25-175","25-37.5","25-50",3,5,0,0.0348258706467662,0.965174129353234,0
"1217","131.25-175","25-37.5","25-50",3,6,0,0.0353535353535354,0.964646464646465,0
"1218","131.25-175","25-37.5","25-50",3,7,0,0,1,0
"1219","131.25-175","25-37.5","50-75",1,1,0.946601941747573,0.0533980582524272,0,0
"1220","131.25-175","25-37.5","50-75",1,2,0.97,0.03,0,0
"1221","131.25-175","25-37.5","50-75",1,3,0.994565217391304,0.00543478260869565,0,0
"1222","131.25-175","25-37.5","50-75",1,4,0.953367875647668,0.0466321243523316,0,0
"1223","131.25-175","25-37.5","50-75",1,5,0.939698492462312,0.0603015075376884,0,0
"1224","131.25-175","25-37.5","50-75",1,6,0.95852534562212,0.0414746543778802,0,0
"1225","131.25-175","25-37.5","50-75",1,7,0.904306220095694,0.0956937799043062,0,0
"1226","131.25-175","25-37.5","50-75",2,1,0,1,0,0
"1227","131.25-175","25-37.5","50-75",2,2,0,1,0,0
"1228","131.25-175","25-37.5","50-75",2,3,0.00495049504950495,0.995049504950495,0,0
"1229","131.25-175","25-37.5","50-75",2,4,0.00490196078431373,0.995098039215686,0,0
"1230","131.25-175","25-37.5","50-75",2,5,0.00943396226415094,0.990566037735849,0,0
"1231","131.25-175","25-37.5","50-75",2,6,0.00492610837438424,0.995073891625616,0,0
"1232","131.25-175","25-37.5","50-75",2,7,0,1,0,0
"1233","131.25-175","25-37.5","50-75",3,1,0,0,0.878453038674033,0.121546961325967
"1234","131.25-175","25-37.5","50-75",3,2,0,0,0.910891089108911,0.0891089108910891
"1235","131.25-175","25-37.5","50-75",3,3,0,0,0.928909952606635,0.0710900473933649
"1236","131.25-175","25-37.5","50-75",3,4,0,0,0.947368421052632,0.0526315789473684
"1237","131.25-175","25-37.5","50-75",3,5,0,0,0.946902654867257,0.0530973451327434
"1238","131.25-175","25-37.5","50-75",3,6,0,0,0.940828402366864,0.0591715976331361
"1239","131.25-175","25-37.5","50-75",3,7,0,0,0.822429906542056,0.177570093457944
"1240","131.25-175","25-37.5","75-100",1,1,0.305418719211823,0.694581280788177,0,0
"1241","131.25-175","25-37.5","75-100",1,2,0.424731182795699,0.575268817204301,0,0
"1242","131.25-175","25-37.5","75-100",1,3,0.522388059701492,0.477611940298507,0,0
"1243","131.25-175","25-37.5","75-100",1,4,0.287037037037037,0.712962962962963,0,0
"1244","131.25-175","25-37.5","75-100",1,5,0.290322580645161,0.709677419354839,0,0
"1245","131.25-175","25-37.5","75-100",1,6,0.237569060773481,0.762430939226519,0,0
"1246","131.25-175","25-37.5","75-100",1,7,0.178217821782178,0.821782178217822,0,0
"1247","131.25-175","25-37.5","75-100",2,1,0,1,0,0
"1248","131.25-175","25-37.5","75-100",2,2,0,0.995433789954338,0.0045662100456621,0
"1249","131.25-175","25-37.5","75-100",2,3,0,1,0,0
"1250","131.25-175","25-37.5","75-100",2,4,0,1,0,0
"1251","131.25-175","25-37.5","75-100",2,5,0,1,0,0
"1252","131.25-175","25-37.5","75-100",2,6,0,1,0,0
"1253","131.25-175","25-37.5","75-100",2,7,0,0.989690721649485,0.0103092783505155,0
"1254","131.25-175","25-37.5","75-100",3,1,0,0,0.299065420560748,0.700934579439252
"1255","131.25-175","25-37.5","75-100",3,2,0,0,0.412935323383085,0.587064676616915
"1256","131.25-175","25-37.5","75-100",3,3,0,0,0.476923076923077,0.523076923076923
"1257","131.25-175","25-37.5","75-100",3,4,0,0,0.547619047619048,0.452380952380952
"1258","131.25-175","25-37.5","75-100",3,5,0,0,0.507772020725389,0.492227979274611
"1259","131.25-175","25-37.5","75-100",3,6,0,0,0.463414634146341,0.536585365853659
"1260","131.25-175","25-37.5","75-100",3,7,0,0,0.251162790697674,0.748837209302326
"1261","131.25-175","37.5-50","0-25",1,1,1,0,0,0
"1262","131.25-175","37.5-50","0-25",1,2,1,0,0,0
"1263","131.25-175","37.5-50","0-25",1,3,1,0,0,0
"1264","131.25-175","37.5-50","0-25",1,4,1,0,0,0
"1265","131.25-175","37.5-50","0-25",1,5,1,0,0,0
"1266","131.25-175","37.5-50","0-25",1,6,1,0,0,0
"1267","131.25-175","37.5-50","0-25",1,7,1,0,0,0
"1268","131.25-175","37.5-50","0-25",2,1,0.752100840336134,0.247899159663866,0,0
"1269","131.25-175","37.5-50","0-25",2,2,0.794392523364486,0.205607476635514,0,0
"1270","131.25-175","37.5-50","0-25",2,3,0.848039215686274,0.151960784313725,0,0
"1271","131.25-175","37.5-50","0-25",2,4,0.806603773584906,0.193396226415094,0,0
"1272","131.25-175","37.5-50","0-25",2,5,0.839285714285714,0.160714285714286,0,0
"1273","131.25-175","37.5-50","0-25",2,6,0.873239436619718,0.126760563380282,0,0
"1274","131.25-175","37.5-50","0-25",2,7,0.735930735930736,0.264069264069264,0,0
"1275","131.25-175","37.5-50","0-25",3,1,0,0.127659574468085,0.872340425531915,0
"1276","131.25-175","37.5-50","0-25",3,2,0,0.115555555555556,0.884444444444444,0
"1277","131.25-175","37.5-50","0-25",3,3,0,0.119791666666667,0.880208333333333,0
"1278","131.25-175","37.5-50","0-25",3,4,0,0.327188940092166,0.672811059907834,0
"1279","131.25-175","37.5-50","0-25",3,5,0,0.300395256916996,0.699604743083004,0
"1280","131.25-175","37.5-50","0-25",3,6,0,0.2734375,0.7265625,0
"1281","131.25-175","37.5-50","0-25",3,7,0,0.117924528301887,0.882075471698113,0
"1282","131.25-175","37.5-50","25-50",1,1,1,0,0,0
"1283","131.25-175","37.5-50","25-50",1,2,1,0,0,0
"1284","131.25-175","37.5-50","25-50",1,3,1,0,0,0
"1285","131.25-175","37.5-50","25-50",1,4,1,0,0,0
"1286","131.25-175","37.5-50","25-50",1,5,1,0,0,0
"1287","131.25-175","37.5-50","25-50",1,6,1,0,0,0
"1288","131.25-175","37.5-50","25-50",1,7,1,0,0,0
"1289","131.25-175","37.5-50","25-50",2,1,0.130653266331658,0.869346733668342,0,0
"1290","131.25-175","37.5-50","25-50",2,2,0.089622641509434,0.910377358490566,0,0
"1291","131.25-175","37.5-50","25-50",2,3,0.13716814159292,0.86283185840708,0,0
"1292","131.25-175","37.5-50","25-50",2,4,0.147058823529412,0.852941176470588,0,0
"1293","131.25-175","37.5-50","25-50",2,5,0.163636363636364,0.836363636363636,0,0
"1294","131.25-175","37.5-50","25-50",2,6,0.123893805309735,0.876106194690266,0,0
"1295","131.25-175","37.5-50","25-50",2,7,0.0553191489361702,0.94468085106383,0,0
"1296","131.25-175","37.5-50","25-50",3,1,0,0,0.989304812834225,0.0106951871657754
"1297","131.25-175","37.5-50","25-50",3,2,0,0,0.990610328638498,0.00938967136150235
"1298","131.25-175","37.5-50","25-50",3,3,0,0,0.994897959183674,0.00510204081632653
"1299","131.25-175","37.5-50","25-50",3,4,0,0.00446428571428571,0.995535714285714,0
"1300","131.25-175","37.5-50","25-50",3,5,0,0.004739336492891,0.981042654028436,0.014218009478673
"1301","131.25-175","37.5-50","25-50",3,6,0,0.00483091787439614,0.995169082125604,0
"1302","131.25-175","37.5-50","25-50",3,7,0,0.00448430493273543,0.932735426008969,0.062780269058296
"1303","131.25-175","37.5-50","50-75",1,1,0.885714285714286,0.114285714285714,0,0
"1304","131.25-175","37.5-50","50-75",1,2,0.954545454545455,0.0454545454545455,0,0
"1305","131.25-175","37.5-50","50-75",1,3,0.972850678733032,0.0271493212669683,0,0
"1306","131.25-175","37.5-50","50-75",1,4,0.947089947089947,0.0529100529100529,0,0
"1307","131.25-175","37.5-50","50-75",1,5,0.891213389121339,0.108786610878661,0,0
"1308","131.25-175","37.5-50","50-75",1,6,0.923076923076923,0.0769230769230769,0,0
"1309","131.25-175","37.5-50","50-75",1,7,0.781818181818182,0.218181818181818,0,0
"1310","131.25-175","37.5-50","50-75",2,1,0,1,0,0
"1311","131.25-175","37.5-50","50-75",2,2,0,1,0,0
"1312","131.25-175","37.5-50","50-75",2,3,0,1,0,0
"1313","131.25-175","37.5-50","50-75",2,4,0,1,0,0
"1314","131.25-175","37.5-50","50-75",2,5,0.004149377593361,0.995850622406639,0,0
"1315","131.25-175","37.5-50","50-75",2,6,0,1,0,0
"1316","131.25-175","37.5-50","50-75",2,7,0,1,0,0
"1317","131.25-175","37.5-50","50-75",3,1,0,0,0.665137614678899,0.334862385321101
"1318","131.25-175","37.5-50","50-75",3,2,0,0,0.7,0.3
"1319","131.25-175","37.5-50","50-75",3,3,0,0,0.730964467005076,0.269035532994924
"1320","131.25-175","37.5-50","50-75",3,4,0,0,0.812206572769953,0.187793427230047
"1321","131.25-175","37.5-50","50-75",3,5,0,0,0.777227722772277,0.222772277227723
"1322","131.25-175","37.5-50","50-75",3,6,0,0,0.810679611650485,0.189320388349515
"1323","131.25-175","37.5-50","50-75",3,7,0,0,0.666666666666667,0.333333333333333
"1324","131.25-175","37.5-50","75-100",1,1,0.160804020100503,0.839195979899497,0,0
"1325","131.25-175","37.5-50","75-100",1,2,0.285714285714286,0.714285714285714,0,0
"1326","131.25-175","37.5-50","75-100",1,3,0.482300884955752,0.517699115044248,0,0
"1327","131.25-175","37.5-50","75-100",1,4,0.174129353233831,0.825870646766169,0,0
"1328","131.25-175","37.5-50","75-100",1,5,0.19047619047619,0.80952380952381,0,0
"1329","131.25-175","37.5-50","75-100",1,6,0.171717171717172,0.828282828282828,0,0
"1330","131.25-175","37.5-50","75-100",1,7,0.0938967136150235,0.906103286384977,0,0
"1331","131.25-175","37.5-50","75-100",2,1,0,0.990196078431373,0.00980392156862745,0
"1332","131.25-175","37.5-50","75-100",2,2,0,1,0,0
"1333","131.25-175","37.5-50","75-100",2,3,0,1,0,0
"1334","131.25-175","37.5-50","75-100",2,4,0,1,0,0
"1335","131.25-175","37.5-50","75-100",2,5,0,0.994949494949495,0.00505050505050505,0
"1336","131.25-175","37.5-50","75-100",2,6,0,0.994897959183674,0.00510204081632653,0
"1337","131.25-175","37.5-50","75-100",2,7,0,0.99009900990099,0.0099009900990099,0
"1338","131.25-175","37.5-50","75-100",3,1,0,0,0.129464285714286,0.870535714285714
"1339","131.25-175","37.5-50","75-100",3,2,0,0,0.165178571428571,0.834821428571429
"1340","131.25-175","37.5-50","75-100",3,3,0,0,0.338235294117647,0.661764705882353
"1341","131.25-175","37.5-50","75-100",3,4,0,0,0.253012048192771,0.746987951807229
"1342","131.25-175","37.5-50","75-100",3,5,0,0,0.219626168224299,0.780373831775701
"1343","131.25-175","37.5-50","75-100",3,6,0,0,0.279411764705882,0.720588235294118
"1344","131.25-175","37.5-50","75-100",3,7,0,0,0.0980392156862745,0.901960784313726
