"","n0_j_bin","n0_y_bin","n0_a_bin","condition","decision","mortalityType","0-162.5","162.5-325","325-487.5","487.5-650"
"780","43.75-87.5","0-12.5","50-75",2,5,2,1,0,0,0
"781","43.75-87.5","0-12.5","50-75",2,6,1,1,0,0,0
"782","43.75-87.5","0-12.5","50-75",2,6,2,1,0,0,0
"783","43.75-87.5","0-12.5","50-75",2,7,1,1,0,0,0
"784","43.75-87.5","0-12.5","50-75",2,7,2,1,0,0,0
"785","43.75-87.5","0-12.5","50-75",3,1,1,0.442211055276382,0.557788944723618,0,0
"786","43.75-87.5","0-12.5","50-75",3,1,2,0.38961038961039,0.61038961038961,0,0
"787","43.75-87.5","0-12.5","50-75",3,2,1,0.447257383966245,0.552742616033755,0,0
"788","43.75-87.5","0-12.5","50-75",3,2,2,0.355555555555556,0.644444444444444,0,0
"789","43.75-87.5","0-12.5","50-75",3,3,1,0.480952380952381,0.519047619047619,0,0
"790","43.75-87.5","0-12.5","50-75",3,3,2,0.384615384615385,0.615384615384615,0,0
"791","43.75-87.5","0-12.5","50-75",3,4,1,0.517857142857143,0.482142857142857,0,0
"792","43.75-87.5","0-12.5","50-75",3,4,2,0.368421052631579,0.631578947368421,0,0
"793","43.75-87.5","0-12.5","50-75",3,5,1,0.603686635944701,0.3963133640553,0,0
"794","43.75-87.5","0-12.5","50-75",3,5,2,0.361990950226244,0.638009049773756,0,0
"795","43.75-87.5","0-12.5","50-75",3,6,1,0.759656652360515,0.240343347639485,0,0
"796","43.75-87.5","0-12.5","50-75",3,6,2,0.358407079646018,0.641592920353982,0,0
"797","43.75-87.5","0-12.5","50-75",3,7,1,0.320754716981132,0.679245283018868,0,0
"798","43.75-87.5","0-12.5","50-75",3,7,2,0.314814814814815,0.685185185185185,0,0
"799","43.75-87.5","0-12.5","75-100",1,1,1,1,0,0,0
"800","43.75-87.5","0-12.5","75-100",1,1,2,1,0,0,0
"801","43.75-87.5","0-12.5","75-100",1,2,1,1,0,0,0
"802","43.75-87.5","0-12.5","75-100",1,2,2,1,0,0,0
"803","43.75-87.5","0-12.5","75-100",1,3,1,1,0,0,0
"804","43.75-87.5","0-12.5","75-100",1,3,2,1,0,0,0
"805","43.75-87.5","0-12.5","75-100",1,4,1,1,0,0,0
"806","43.75-87.5","0-12.5","75-100",1,4,2,1,0,0,0
"807","43.75-87.5","0-12.5","75-100",1,5,1,1,0,0,0
"808","43.75-87.5","0-12.5","75-100",1,5,2,1,0,0,0
"809","43.75-87.5","0-12.5","75-100",1,6,1,1,0,0,0
"810","43.75-87.5","0-12.5","75-100",1,6,2,1,0,0,0
"811","43.75-87.5","0-12.5","75-100",1,7,1,1,0,0,0
"812","43.75-87.5","0-12.5","75-100",1,7,2,1,0,0,0
"813","43.75-87.5","0-12.5","75-100",2,1,1,1,0,0,0
"814","43.75-87.5","0-12.5","75-100",2,1,2,1,0,0,0
"815","43.75-87.5","0-12.5","75-100",2,2,1,1,0,0,0
"816","43.75-87.5","0-12.5","75-100",2,2,2,1,0,0,0
"817","43.75-87.5","0-12.5","75-100",2,3,1,1,0,0,0
"818","43.75-87.5","0-12.5","75-100",2,3,2,1,0,0,0
"819","43.75-87.5","0-12.5","75-100",2,4,1,1,0,0,0
"820","43.75-87.5","0-12.5","75-100",2,4,2,1,0,0,0
"821","43.75-87.5","0-12.5","75-100",2,5,1,1,0,0,0
"822","43.75-87.5","0-12.5","75-100",2,5,2,1,0,0,0
"823","43.75-87.5","0-12.5","75-100",2,6,1,1,0,0,0
"824","43.75-87.5","0-12.5","75-100",2,6,2,1,0,0,0
"825","43.75-87.5","0-12.5","75-100",2,7,1,1,0,0,0
"826","43.75-87.5","0-12.5","75-100",2,7,2,1,0,0,0
"827","43.75-87.5","0-12.5","75-100",3,1,1,0.0266666666666667,0.973333333333333,0,0
"828","43.75-87.5","0-12.5","75-100",3,1,2,0.0196078431372549,0.980392156862745,0,0
"829","43.75-87.5","0-12.5","75-100",3,2,1,0.0240963855421687,0.975903614457831,0,0
"830","43.75-87.5","0-12.5","75-100",3,2,2,0.023696682464455,0.976303317535545,0,0
"831","43.75-87.5","0-12.5","75-100",3,3,1,0.0631578947368421,0.936842105263158,0,0
"832","43.75-87.5","0-12.5","75-100",3,3,2,0.0248756218905473,0.975124378109453,0,0
"833","43.75-87.5","0-12.5","75-100",3,4,1,0.0401785714285714,0.959821428571429,0,0
"834","43.75-87.5","0-12.5","75-100",3,4,2,0.0283018867924528,0.971698113207547,0,0
"835","43.75-87.5","0-12.5","75-100",3,5,1,0.132352941176471,0.867647058823529,0,0
"836","43.75-87.5","0-12.5","75-100",3,5,2,0.00471698113207547,0.995283018867924,0,0
"837","43.75-87.5","0-12.5","75-100",3,6,1,0.21551724137931,0.78448275862069,0,0
"838","43.75-87.5","0-12.5","75-100",3,6,2,0.0289855072463768,0.971014492753623,0,0
"839","43.75-87.5","0-12.5","75-100",3,7,1,0.024390243902439,0.975609756097561,0,0
"840","43.75-87.5","0-12.5","75-100",3,7,2,0.0196078431372549,0.980392156862745,0,0
"841","43.75-87.5","12.5-25","0-25",1,1,1,1,0,0,0
"842","43.75-87.5","12.5-25","0-25",1,1,2,1,0,0,0
"843","43.75-87.5","12.5-25","0-25",1,2,1,1,0,0,0
"844","43.75-87.5","12.5-25","0-25",1,2,2,1,0,0,0
"845","43.75-87.5","12.5-25","0-25",1,3,1,1,0,0,0
"846","43.75-87.5","12.5-25","0-25",1,3,2,1,0,0,0
"847","43.75-87.5","12.5-25","0-25",1,4,1,1,0,0,0
"848","43.75-87.5","12.5-25","0-25",1,4,2,1,0,0,0
"849","43.75-87.5","12.5-25","0-25",1,5,1,1,0,0,0
"850","43.75-87.5","12.5-25","0-25",1,5,2,1,0,0,0
"851","43.75-87.5","12.5-25","0-25",1,6,1,1,0,0,0
"852","43.75-87.5","12.5-25","0-25",1,6,2,1,0,0,0
"853","43.75-87.5","12.5-25","0-25",1,7,1,1,0,0,0
"854","43.75-87.5","12.5-25","0-25",1,7,2,1,0,0,0
"855","43.75-87.5","12.5-25","0-25",2,1,1,1,0,0,0
"856","43.75-87.5","12.5-25","0-25",2,1,2,1,0,0,0
"857","43.75-87.5","12.5-25","0-25",2,2,1,1,0,0,0
"858","43.75-87.5","12.5-25","0-25",2,2,2,1,0,0,0
"859","43.75-87.5","12.5-25","0-25",2,3,1,1,0,0,0
"860","43.75-87.5","12.5-25","0-25",2,3,2,1,0,0,0
"861","43.75-87.5","12.5-25","0-25",2,4,1,1,0,0,0
"862","43.75-87.5","12.5-25","0-25",2,4,2,1,0,0,0
"863","43.75-87.5","12.5-25","0-25",2,5,1,1,0,0,0
"864","43.75-87.5","12.5-25","0-25",2,5,2,1,0,0,0
"865","43.75-87.5","12.5-25","0-25",2,6,1,1,0,0,0
"866","43.75-87.5","12.5-25","0-25",2,6,2,1,0,0,0
"867","43.75-87.5","12.5-25","0-25",2,7,1,1,0,0,0
"868","43.75-87.5","12.5-25","0-25",2,7,2,1,0,0,0
"869","43.75-87.5","12.5-25","0-25",3,1,1,0.991071428571429,0.00892857142857143,0,0
"870","43.75-87.5","12.5-25","0-25",3,1,2,0.987551867219917,0.012448132780083,0,0
"871","43.75-87.5","12.5-25","0-25",3,2,1,1,0,0,0
"872","43.75-87.5","12.5-25","0-25",3,2,2,0.991596638655462,0.00840336134453781,0,0
"873","43.75-87.5","12.5-25","0-25",3,3,1,0.991735537190083,0.00826446280991736,0,0
"874","43.75-87.5","12.5-25","0-25",3,3,2,0.995670995670996,0.00432900432900433,0,0
"875","43.75-87.5","12.5-25","0-25",3,4,1,1,0,0,0
"876","43.75-87.5","12.5-25","0-25",3,4,2,0.995454545454545,0.00454545454545455,0,0
"877","43.75-87.5","12.5-25","0-25",3,5,1,1,0,0,0
"878","43.75-87.5","12.5-25","0-25",3,5,2,1,0,0,0
"879","43.75-87.5","12.5-25","0-25",3,6,1,1,0,0,0
"880","43.75-87.5","12.5-25","0-25",3,6,2,0.995983935742972,0.00401606425702811,0,0
"881","43.75-87.5","12.5-25","0-25",3,7,1,0.98828125,0.01171875,0,0
"882","43.75-87.5","12.5-25","0-25",3,7,2,1,0,0,0
"883","43.75-87.5","12.5-25","25-50",1,1,1,1,0,0,0
"884","43.75-87.5","12.5-25","25-50",1,1,2,1,0,0,0
"885","43.75-87.5","12.5-25","25-50",1,2,1,1,0,0,0
"886","43.75-87.5","12.5-25","25-50",1,2,2,1,0,0,0
"887","43.75-87.5","12.5-25","25-50",1,3,1,1,0,0,0
"888","43.75-87.5","12.5-25","25-50",1,3,2,1,0,0,0
"889","43.75-87.5","12.5-25","25-50",1,4,1,1,0,0,0
"890","43.75-87.5","12.5-25","25-50",1,4,2,1,0,0,0
"891","43.75-87.5","12.5-25","25-50",1,5,1,1,0,0,0
"892","43.75-87.5","12.5-25","25-50",1,5,2,1,0,0,0
"893","43.75-87.5","12.5-25","25-50",1,6,1,1,0,0,0
"894","43.75-87.5","12.5-25","25-50",1,6,2,1,0,0,0
"895","43.75-87.5","12.5-25","25-50",1,7,1,1,0,0,0
"896","43.75-87.5","12.5-25","25-50",1,7,2,1,0,0,0
"897","43.75-87.5","12.5-25","25-50",2,1,1,1,0,0,0
"898","43.75-87.5","12.5-25","25-50",2,1,2,1,0,0,0
"899","43.75-87.5","12.5-25","25-50",2,2,1,1,0,0,0
"900","43.75-87.5","12.5-25","25-50",2,2,2,1,0,0,0
"901","43.75-87.5","12.5-25","25-50",2,3,1,1,0,0,0
"902","43.75-87.5","12.5-25","25-50",2,3,2,1,0,0,0
"903","43.75-87.5","12.5-25","25-50",2,4,1,1,0,0,0
"904","43.75-87.5","12.5-25","25-50",2,4,2,1,0,0,0
"905","43.75-87.5","12.5-25","25-50",2,5,1,1,0,0,0
"906","43.75-87.5","12.5-25","25-50",2,5,2,1,0,0,0
"907","43.75-87.5","12.5-25","25-50",2,6,1,1,0,0,0
"908","43.75-87.5","12.5-25","25-50",2,6,2,1,0,0,0
"909","43.75-87.5","12.5-25","25-50",2,7,1,1,0,0,0
"910","43.75-87.5","12.5-25","25-50",2,7,2,1,0,0,0
"911","43.75-87.5","12.5-25","25-50",3,1,1,0.818930041152263,0.181069958847737,0,0
"912","43.75-87.5","12.5-25","25-50",3,1,2,0.733590733590734,0.266409266409266,0,0
"913","43.75-87.5","12.5-25","25-50",3,2,1,0.836363636363636,0.163636363636364,0,0
"914","43.75-87.5","12.5-25","25-50",3,2,2,0.710407239819005,0.289592760180996,0,0
"915","43.75-87.5","12.5-25","25-50",3,3,1,0.858407079646018,0.141592920353982,0,0
"916","43.75-87.5","12.5-25","25-50",3,3,2,0.770731707317073,0.229268292682927,0,0
"917","43.75-87.5","12.5-25","25-50",3,4,1,0.824120603015075,0.175879396984925,0,0
"918","43.75-87.5","12.5-25","25-50",3,4,2,0.723809523809524,0.276190476190476,0,0
"919","43.75-87.5","12.5-25","25-50",3,5,1,0.901345291479821,0.0986547085201794,0,0
"920","43.75-87.5","12.5-25","25-50",3,5,2,0.742489270386266,0.257510729613734,0,0
"921","43.75-87.5","12.5-25","25-50",3,6,1,0.957943925233645,0.0420560747663551,0,0
"922","43.75-87.5","12.5-25","25-50",3,6,2,0.736401673640167,0.263598326359833,0,0
"923","43.75-87.5","12.5-25","25-50",3,7,1,0.756880733944954,0.243119266055046,0,0
"924","43.75-87.5","12.5-25","25-50",3,7,2,0.701834862385321,0.298165137614679,0,0
"925","43.75-87.5","12.5-25","50-75",1,1,1,1,0,0,0
"926","43.75-87.5","12.5-25","50-75",1,1,2,1,0,0,0
"927","43.75-87.5","12.5-25","50-75",1,2,1,1,0,0,0
"928","43.75-87.5","12.5-25","50-75",1,2,2,1,0,0,0
"929","43.75-87.5","12.5-25","50-75",1,3,1,1,0,0,0
"930","43.75-87.5","12.5-25","50-75",1,3,2,1,0,0,0
"931","43.75-87.5","12.5-25","50-75",1,4,1,1,0,0,0
"932","43.75-87.5","12.5-25","50-75",1,4,2,1,0,0,0
"933","43.75-87.5","12.5-25","50-75",1,5,1,1,0,0,0
"934","43.75-87.5","12.5-25","50-75",1,5,2,1,0,0,0
"935","43.75-87.5","12.5-25","50-75",1,6,1,1,0,0,0
"936","43.75-87.5","12.5-25","50-75",1,6,2,1,0,0,0
"937","43.75-87.5","12.5-25","50-75",1,7,1,1,0,0,0
"938","43.75-87.5","12.5-25","50-75",1,7,2,1,0,0,0
"939","43.75-87.5","12.5-25","50-75",2,1,1,1,0,0,0
"940","43.75-87.5","12.5-25","50-75",2,1,2,1,0,0,0
"941","43.75-87.5","12.5-25","50-75",2,2,1,1,0,0,0
"942","43.75-87.5","12.5-25","50-75",2,2,2,1,0,0,0
"943","43.75-87.5","12.5-25","50-75",2,3,1,1,0,0,0
"944","43.75-87.5","12.5-25","50-75",2,3,2,1,0,0,0
"945","43.75-87.5","12.5-25","50-75",2,4,1,1,0,0,0
"946","43.75-87.5","12.5-25","50-75",2,4,2,1,0,0,0
"947","43.75-87.5","12.5-25","50-75",2,5,1,1,0,0,0
"948","43.75-87.5","12.5-25","50-75",2,5,2,1,0,0,0
"949","43.75-87.5","12.5-25","50-75",2,6,1,1,0,0,0
"950","43.75-87.5","12.5-25","50-75",2,6,2,1,0,0,0
"951","43.75-87.5","12.5-25","50-75",2,7,1,1,0,0,0
"952","43.75-87.5","12.5-25","50-75",2,7,2,1,0,0,0
"953","43.75-87.5","12.5-25","50-75",3,1,1,0.149193548387097,0.850806451612903,0,0
"954","43.75-87.5","12.5-25","50-75",3,1,2,0.156779661016949,0.843220338983051,0,0
"955","43.75-87.5","12.5-25","50-75",3,2,1,0.207792207792208,0.792207792207792,0,0
"956","43.75-87.5","12.5-25","50-75",3,2,2,0.158139534883721,0.841860465116279,0,0
"957","43.75-87.5","12.5-25","50-75",3,3,1,0.205761316872428,0.794238683127572,0,0
"958","43.75-87.5","12.5-25","50-75",3,3,2,0.130434782608696,0.869565217391304,0,0
"959","43.75-87.5","12.5-25","50-75",3,4,1,0.277272727272727,0.722727272727273,0,0
"960","43.75-87.5","12.5-25","50-75",3,4,2,0.177685950413223,0.822314049586777,0,0
"961","43.75-87.5","12.5-25","50-75",3,5,1,0.423076923076923,0.576923076923077,0,0
"962","43.75-87.5","12.5-25","50-75",3,5,2,0.151750972762646,0.848249027237354,0,0
"963","43.75-87.5","12.5-25","50-75",3,6,1,0.514893617021277,0.485106382978723,0,0
"964","43.75-87.5","12.5-25","50-75",3,6,2,0.174418604651163,0.825581395348837,0,0
"965","43.75-87.5","12.5-25","50-75",3,7,1,0.142857142857143,0.857142857142857,0,0
"966","43.75-87.5","12.5-25","50-75",3,7,2,0.152838427947598,0.847161572052402,0,0
"967","43.75-87.5","12.5-25","75-100",1,1,1,1,0,0,0
"968","43.75-87.5","12.5-25","75-100",1,1,2,1,0,0,0
"969","43.75-87.5","12.5-25","75-100",1,2,1,1,0,0,0
"970","43.75-87.5","12.5-25","75-100",1,2,2,1,0,0,0
"971","43.75-87.5","12.5-25","75-100",1,3,1,1,0,0,0
"972","43.75-87.5","12.5-25","75-100",1,3,2,1,0,0,0
"973","43.75-87.5","12.5-25","75-100",1,4,1,1,0,0,0
"974","43.75-87.5","12.5-25","75-100",1,4,2,1,0,0,0
"975","43.75-87.5","12.5-25","75-100",1,5,1,1,0,0,0
"976","43.75-87.5","12.5-25","75-100",1,5,2,1,0,0,0
"977","43.75-87.5","12.5-25","75-100",1,6,1,1,0,0,0
"978","43.75-87.5","12.5-25","75-100",1,6,2,1,0,0,0
"979","43.75-87.5","12.5-25","75-100",1,7,1,1,0,0,0
"980","43.75-87.5","12.5-25","75-100",1,7,2,1,0,0,0
"981","43.75-87.5","12.5-25","75-100",2,1,1,1,0,0,0
"982","43.75-87.5","12.5-25","75-100",2,1,2,1,0,0,0
"983","43.75-87.5","12.5-25","75-100",2,2,1,1,0,0,0
"984","43.75-87.5","12.5-25","75-100",2,2,2,1,0,0,0
"985","43.75-87.5","12.5-25","75-100",2,3,1,1,0,0,0
"986","43.75-87.5","12.5-25","75-100",2,3,2,0.995260663507109,0.004739336492891,0,0
"987","43.75-87.5","12.5-25","75-100",2,4,1,1,0,0,0
"988","43.75-87.5","12.5-25","75-100",2,4,2,1,0,0,0
"989","43.75-87.5","12.5-25","75-100",2,5,1,1,0,0,0
"990","43.75-87.5","12.5-25","75-100",2,5,2,1,0,0,0
"991","43.75-87.5","12.5-25","75-100",2,6,1,1,0,0,0
"992","43.75-87.5","12.5-25","75-100",2,6,2,1,0,0,0
"993","43.75-87.5","12.5-25","75-100",2,7,1,1,0,0,0
"994","43.75-87.5","12.5-25","75-100",2,7,2,0.995215311004785,0.00478468899521531,0,0
"995","43.75-87.5","12.5-25","75-100",3,1,1,0,1,0,0
"996","43.75-87.5","12.5-25","75-100",3,1,2,0.0050251256281407,0.994974874371859,0,0
"997","43.75-87.5","12.5-25","75-100",3,2,1,0,1,0,0
"998","43.75-87.5","12.5-25","75-100",3,2,2,0.00429184549356223,0.995708154506438,0,0
"999","43.75-87.5","12.5-25","75-100",3,3,1,0.00862068965517241,0.991379310344828,0,0
"1000","43.75-87.5","12.5-25","75-100",3,3,2,0,1,0,0
"1001","43.75-87.5","12.5-25","75-100",3,4,1,0.027027027027027,0.972972972972973,0,0
"1002","43.75-87.5","12.5-25","75-100",3,4,2,0.00434782608695652,0.995652173913044,0,0
"1003","43.75-87.5","12.5-25","75-100",3,5,1,0.0363636363636364,0.963636363636364,0,0
"1004","43.75-87.5","12.5-25","75-100",3,5,2,0.0043859649122807,0.995614035087719,0,0
"1005","43.75-87.5","12.5-25","75-100",3,6,1,0.10377358490566,0.89622641509434,0,0
"1006","43.75-87.5","12.5-25","75-100",3,6,2,0,1,0,0
"1007","43.75-87.5","12.5-25","75-100",3,7,1,0.00427350427350427,0.995726495726496,0,0
"1008","43.75-87.5","12.5-25","75-100",3,7,2,0,1,0,0
"1009","43.75-87.5","25-37.5","0-25",1,1,1,1,0,0,0
"1010","43.75-87.5","25-37.5","0-25",1,1,2,1,0,0,0
"1011","43.75-87.5","25-37.5","0-25",1,2,1,1,0,0,0
"1012","43.75-87.5","25-37.5","0-25",1,2,2,1,0,0,0
"1013","43.75-87.5","25-37.5","0-25",1,3,1,1,0,0,0
"1014","43.75-87.5","25-37.5","0-25",1,3,2,1,0,0,0
"1015","43.75-87.5","25-37.5","0-25",1,4,1,1,0,0,0
"1016","43.75-87.5","25-37.5","0-25",1,4,2,1,0,0,0
"1017","43.75-87.5","25-37.5","0-25",1,5,1,1,0,0,0
"1018","43.75-87.5","25-37.5","0-25",1,5,2,1,0,0,0
"1019","43.75-87.5","25-37.5","0-25",1,6,1,1,0,0,0
"1020","43.75-87.5","25-37.5","0-25",1,6,2,1,0,0,0
"1021","43.75-87.5","25-37.5","0-25",1,7,1,1,0,0,0
"1022","43.75-87.5","25-37.5","0-25",1,7,2,1,0,0,0
"1023","43.75-87.5","25-37.5","0-25",2,1,1,1,0,0,0
"1024","43.75-87.5","25-37.5","0-25",2,1,2,1,0,0,0
"1025","43.75-87.5","25-37.5","0-25",2,2,1,1,0,0,0
"1026","43.75-87.5","25-37.5","0-25",2,2,2,1,0,0,0
"1027","43.75-87.5","25-37.5","0-25",2,3,1,1,0,0,0
"1028","43.75-87.5","25-37.5","0-25",2,3,2,1,0,0,0
"1029","43.75-87.5","25-37.5","0-25",2,4,1,1,0,0,0
"1030","43.75-87.5","25-37.5","0-25",2,4,2,1,0,0,0
"1031","43.75-87.5","25-37.5","0-25",2,5,1,1,0,0,0
"1032","43.75-87.5","25-37.5","0-25",2,5,2,1,0,0,0
"1033","43.75-87.5","25-37.5","0-25",2,6,1,1,0,0,0
"1034","43.75-87.5","25-37.5","0-25",2,6,2,1,0,0,0
"1035","43.75-87.5","25-37.5","0-25",2,7,1,1,0,0,0
"1036","43.75-87.5","25-37.5","0-25",2,7,2,1,0,0,0
"1037","43.75-87.5","25-37.5","0-25",3,1,1,0.972972972972973,0.027027027027027,0,0
"1038","43.75-87.5","25-37.5","0-25",3,1,2,0.934010152284264,0.065989847715736,0,0
"1039","43.75-87.5","25-37.5","0-25",3,2,1,0.985294117647059,0.0147058823529412,0,0
"1040","43.75-87.5","25-37.5","0-25",3,2,2,0.962962962962963,0.037037037037037,0,0
"1041","43.75-87.5","25-37.5","0-25",3,3,1,0.980582524271845,0.0194174757281553,0,0
"1042","43.75-87.5","25-37.5","0-25",3,3,2,0.947619047619048,0.0523809523809524,0,0
"1043","43.75-87.5","25-37.5","0-25",3,4,1,0.981481481481482,0.0185185185185185,0,0
"1044","43.75-87.5","25-37.5","0-25",3,4,2,0.962441314553991,0.0375586854460094,0,0
"1045","43.75-87.5","25-37.5","0-25",3,5,1,0.980861244019139,0.0191387559808612,0,0
"1046","43.75-87.5","25-37.5","0-25",3,5,2,0.933333333333333,0.0666666666666667,0,0
"1047","43.75-87.5","25-37.5","0-25",3,6,1,0.995145631067961,0.00485436893203883,0,0
"1048","43.75-87.5","25-37.5","0-25",3,6,2,0.953389830508475,0.0466101694915254,0,0
"1049","43.75-87.5","25-37.5","0-25",3,7,1,0.97008547008547,0.0299145299145299,0,0
"1050","43.75-87.5","25-37.5","0-25",3,7,2,0.956730769230769,0.0432692307692308,0,0
"1051","43.75-87.5","25-37.5","25-50",1,1,1,1,0,0,0
"1052","43.75-87.5","25-37.5","25-50",1,1,2,1,0,0,0
"1053","43.75-87.5","25-37.5","25-50",1,2,1,1,0,0,0
"1054","43.75-87.5","25-37.5","25-50",1,2,2,1,0,0,0
"1055","43.75-87.5","25-37.5","25-50",1,3,1,1,0,0,0
"1056","43.75-87.5","25-37.5","25-50",1,3,2,1,0,0,0
"1057","43.75-87.5","25-37.5","25-50",1,4,1,1,0,0,0
"1058","43.75-87.5","25-37.5","25-50",1,4,2,1,0,0,0
"1059","43.75-87.5","25-37.5","25-50",1,5,1,1,0,0,0
"1060","43.75-87.5","25-37.5","25-50",1,5,2,1,0,0,0
"1061","43.75-87.5","25-37.5","25-50",1,6,1,1,0,0,0
"1062","43.75-87.5","25-37.5","25-50",1,6,2,1,0,0,0
"1063","43.75-87.5","25-37.5","25-50",1,7,1,1,0,0,0
"1064","43.75-87.5","25-37.5","25-50",1,7,2,1,0,0,0
"1065","43.75-87.5","25-37.5","25-50",2,1,1,1,0,0,0
"1066","43.75-87.5","25-37.5","25-50",2,1,2,1,0,0,0
"1067","43.75-87.5","25-37.5","25-50",2,2,1,1,0,0,0
"1068","43.75-87.5","25-37.5","25-50",2,2,2,1,0,0,0
"1069","43.75-87.5","25-37.5","25-50",2,3,1,1,0,0,0
"1070","43.75-87.5","25-37.5","25-50",2,3,2,1,0,0,0
"1071","43.75-87.5","25-37.5","25-50",2,4,1,1,0,0,0
"1072","43.75-87.5","25-37.5","25-50",2,4,2,1,0,0,0
"1073","43.75-87.5","25-37.5","25-50",2,5,1,1,0,0,0
"1074","43.75-87.5","25-37.5","25-50",2,5,2,1,0,0,0
"1075","43.75-87.5","25-37.5","25-50",2,6,1,1,0,0,0
"1076","43.75-87.5","25-37.5","25-50",2,6,2,1,0,0,0
"1077","43.75-87.5","25-37.5","25-50",2,7,1,1,0,0,0
"1078","43.75-87.5","25-37.5","25-50",2,7,2,1,0,0,0
"1079","43.75-87.5","25-37.5","25-50",3,1,1,0.493087557603687,0.506912442396313,0,0
"1080","43.75-87.5","25-37.5","25-50",3,1,2,0.487704918032787,0.512295081967213,0,0
"1081","43.75-87.5","25-37.5","25-50",3,2,1,0.56353591160221,0.43646408839779,0,0
"1082","43.75-87.5","25-37.5","25-50",3,2,2,0.454106280193237,0.545893719806763,0,0
"1083","43.75-87.5","25-37.5","25-50",3,3,1,0.602870813397129,0.397129186602871,0,0
"1084","43.75-87.5","25-37.5","25-50",3,3,2,0.471502590673575,0.528497409326425,0,0
"1085","43.75-87.5","25-37.5","25-50",3,4,1,0.639423076923077,0.360576923076923,0,0
"1086","43.75-87.5","25-37.5","25-50",3,4,2,0.464088397790055,0.535911602209945,0,0
"1087","43.75-87.5","25-37.5","25-50",3,5,1,0.72463768115942,0.27536231884058,0,0
"1088","43.75-87.5","25-37.5","25-50",3,5,2,0.423255813953488,0.576744186046512,0,0
"1089","43.75-87.5","25-37.5","25-50",3,6,1,0.84,0.16,0,0
"1090","43.75-87.5","25-37.5","25-50",3,6,2,0.46039603960396,0.53960396039604,0,0
"1091","43.75-87.5","25-37.5","25-50",3,7,1,0.490384615384615,0.509615384615385,0,0
"1092","43.75-87.5","25-37.5","25-50",3,7,2,0.485576923076923,0.514423076923077,0,0
"1093","43.75-87.5","25-37.5","50-75",1,1,1,1,0,0,0
"1094","43.75-87.5","25-37.5","50-75",1,1,2,1,0,0,0
"1095","43.75-87.5","25-37.5","50-75",1,2,1,1,0,0,0
"1096","43.75-87.5","25-37.5","50-75",1,2,2,1,0,0,0
"1097","43.75-87.5","25-37.5","50-75",1,3,1,1,0,0,0
"1098","43.75-87.5","25-37.5","50-75",1,3,2,1,0,0,0
"1099","43.75-87.5","25-37.5","50-75",1,4,1,1,0,0,0
"1100","43.75-87.5","25-37.5","50-75",1,4,2,1,0,0,0
"1101","43.75-87.5","25-37.5","50-75",1,5,1,1,0,0,0
"1102","43.75-87.5","25-37.5","50-75",1,5,2,1,0,0,0
"1103","43.75-87.5","25-37.5","50-75",1,6,1,1,0,0,0
"1104","43.75-87.5","25-37.5","50-75",1,6,2,1,0,0,0
"1105","43.75-87.5","25-37.5","50-75",1,7,1,1,0,0,0
"1106","43.75-87.5","25-37.5","50-75",1,7,2,1,0,0,0
"1107","43.75-87.5","25-37.5","50-75",2,1,1,1,0,0,0
"1108","43.75-87.5","25-37.5","50-75",2,1,2,1,0,0,0
"1109","43.75-87.5","25-37.5","50-75",2,2,1,1,0,0,0
"1110","43.75-87.5","25-37.5","50-75",2,2,2,1,0,0,0
"1111","43.75-87.5","25-37.5","50-75",2,3,1,1,0,0,0
"1112","43.75-87.5","25-37.5","50-75",2,3,2,1,0,0,0
"1113","43.75-87.5","25-37.5","50-75",2,4,1,1,0,0,0
"1114","43.75-87.5","25-37.5","50-75",2,4,2,1,0,0,0
"1115","43.75-87.5","25-37.5","50-75",2,5,1,1,0,0,0
"1116","43.75-87.5","25-37.5","50-75",2,5,2,1,0,0,0
"1117","43.75-87.5","25-37.5","50-75",2,6,1,1,0,0,0
"1118","43.75-87.5","25-37.5","50-75",2,6,2,1,0,0,0
"1119","43.75-87.5","25-37.5","50-75",2,7,1,1,0,0,0
"1120","43.75-87.5","25-37.5","50-75",2,7,2,1,0,0,0
"1121","43.75-87.5","25-37.5","50-75",3,1,1,0.0248756218905473,0.975124378109453,0,0
"1122","43.75-87.5","25-37.5","50-75",3,1,2,0.054726368159204,0.945273631840796,0,0
"1123","43.75-87.5","25-37.5","50-75",3,2,1,0.100917431192661,0.899082568807339,0,0
"1124","43.75-87.5","25-37.5","50-75",3,2,2,0.0465116279069767,0.953488372093023,0,0
"1125","43.75-87.5","25-37.5","50-75",3,3,1,0.0930232558139535,0.906976744186046,0,0
"1126","43.75-87.5","25-37.5","50-75",3,3,2,0.0375586854460094,0.962441314553991,0,0
"1127","43.75-87.5","25-37.5","50-75",3,4,1,0.107883817427386,0.892116182572614,0,0
"1128","43.75-87.5","25-37.5","50-75",3,4,2,0.0478260869565217,0.952173913043478,0,0
"1129","43.75-87.5","25-37.5","50-75",3,5,1,0.170616113744076,0.829383886255924,0,0
"1130","43.75-87.5","25-37.5","50-75",3,5,2,0.0450819672131148,0.954918032786885,0,0
"1131","43.75-87.5","25-37.5","50-75",3,6,1,0.286384976525822,0.713615023474178,0,0
"1132","43.75-87.5","25-37.5","50-75",3,6,2,0.037914691943128,0.962085308056872,0,0
