"","n0_j_bin","n0_y_bin","n0_a_bin","condition","decision","mortalityType","0-162.5","162.5-325","325-487.5","487.5-650"
"396","0-43.75","25-37.5","25-50",2,2,2,1,0,0,0
"397","0-43.75","25-37.5","25-50",2,3,1,1,0,0,0
"398","0-43.75","25-37.5","25-50",2,3,2,1,0,0,0
"399","0-43.75","25-37.5","25-50",2,4,1,1,0,0,0
"400","0-43.75","25-37.5","25-50",2,4,2,1,0,0,0
"401","0-43.75","25-37.5","25-50",2,5,1,1,0,0,0
"402","0-43.75","25-37.5","25-50",2,5,2,1,0,0,0
"403","0-43.75","25-37.5","25-50",2,6,1,1,0,0,0
"404","0-43.75","25-37.5","25-50",2,6,2,1,0,0,0
"405","0-43.75","25-37.5","25-50",2,7,1,1,0,0,0
"406","0-43.75","25-37.5","25-50",2,7,2,1,0,0,0
"407","0-43.75","25-37.5","25-50",3,1,1,0.952380952380952,0.0476190476190476,0,0
"408","0-43.75","25-37.5","25-50",3,1,2,0.933333333333333,0.0666666666666667,0,0
"409","0-43.75","25-37.5","25-50",3,2,1,0.988505747126437,0.0114942528735632,0,0
"410","0-43.75","25-37.5","25-50",3,2,2,0.878787878787879,0.121212121212121,0,0
"411","0-43.75","25-37.5","25-50",3,3,1,0.953488372093023,0.0465116279069767,0,0
"412","0-43.75","25-37.5","25-50",3,3,2,0.876543209876543,0.123456790123457,0,0
"413","0-43.75","25-37.5","25-50",3,4,1,0.9875,0.0125,0,0
"414","0-43.75","25-37.5","25-50",3,4,2,0.918367346938776,0.0816326530612245,0,0
"415","0-43.75","25-37.5","25-50",3,5,1,0.987951807228916,0.0120481927710843,0,0
"416","0-43.75","25-37.5","25-50",3,5,2,0.924050632911392,0.0759493670886076,0,0
"417","0-43.75","25-37.5","25-50",3,6,1,1,0,0,0
"418","0-43.75","25-37.5","25-50",3,6,2,0.882352941176471,0.117647058823529,0,0
"419","0-43.75","25-37.5","25-50",3,7,1,0.882352941176471,0.117647058823529,0,0
"420","0-43.75","25-37.5","25-50",3,7,2,0.930693069306931,0.0693069306930693,0,0
"421","0-43.75","25-37.5","50-75",1,1,1,1,0,0,0
"422","0-43.75","25-37.5","50-75",1,1,2,1,0,0,0
"423","0-43.75","25-37.5","50-75",1,2,1,1,0,0,0
"424","0-43.75","25-37.5","50-75",1,2,2,1,0,0,0
"425","0-43.75","25-37.5","50-75",1,3,1,1,0,0,0
"426","0-43.75","25-37.5","50-75",1,3,2,1,0,0,0
"427","0-43.75","25-37.5","50-75",1,4,1,1,0,0,0
"428","0-43.75","25-37.5","50-75",1,4,2,1,0,0,0
"429","0-43.75","25-37.5","50-75",1,5,1,1,0,0,0
"430","0-43.75","25-37.5","50-75",1,5,2,1,0,0,0
"431","0-43.75","25-37.5","50-75",1,6,1,1,0,0,0
"432","0-43.75","25-37.5","50-75",1,6,2,1,0,0,0
"433","0-43.75","25-37.5","50-75",1,7,1,1,0,0,0
"434","0-43.75","25-37.5","50-75",1,7,2,1,0,0,0
"435","0-43.75","25-37.5","50-75",2,1,1,1,0,0,0
"436","0-43.75","25-37.5","50-75",2,1,2,1,0,0,0
"437","0-43.75","25-37.5","50-75",2,2,1,1,0,0,0
"438","0-43.75","25-37.5","50-75",2,2,2,1,0,0,0
"439","0-43.75","25-37.5","50-75",2,3,1,1,0,0,0
"440","0-43.75","25-37.5","50-75",2,3,2,1,0,0,0
"441","0-43.75","25-37.5","50-75",2,4,1,1,0,0,0
"442","0-43.75","25-37.5","50-75",2,4,2,1,0,0,0
"443","0-43.75","25-37.5","50-75",2,5,1,1,0,0,0
"444","0-43.75","25-37.5","50-75",2,5,2,1,0,0,0
"445","0-43.75","25-37.5","50-75",2,6,1,1,0,0,0
"446","0-43.75","25-37.5","50-75",2,6,2,1,0,0,0
"447","0-43.75","25-37.5","50-75",2,7,1,1,0,0,0
"448","0-43.75","25-37.5","50-75",2,7,2,1,0,0,0
"449","0-43.75","25-37.5","50-75",3,1,1,0.348837209302326,0.651162790697674,0,0
"450","0-43.75","25-37.5","50-75",3,1,2,0.325,0.675,0,0
"451","0-43.75","25-37.5","50-75",3,2,1,0.371134020618557,0.628865979381443,0,0
"452","0-43.75","25-37.5","50-75",3,2,2,0.184782608695652,0.815217391304348,0,0
"453","0-43.75","25-37.5","50-75",3,3,1,0.385714285714286,0.614285714285714,0,0
"454","0-43.75","25-37.5","50-75",3,3,2,0.349056603773585,0.650943396226415,0,0
"455","0-43.75","25-37.5","50-75",3,4,1,0.430379746835443,0.569620253164557,0,0
"456","0-43.75","25-37.5","50-75",3,4,2,0.321100917431193,0.678899082568807,0,0
"457","0-43.75","25-37.5","50-75",3,5,1,0.571428571428571,0.428571428571429,0,0
"458","0-43.75","25-37.5","50-75",3,5,2,0.265060240963855,0.734939759036145,0,0
"459","0-43.75","25-37.5","50-75",3,6,1,0.813953488372093,0.186046511627907,0,0
"460","0-43.75","25-37.5","50-75",3,6,2,0.279279279279279,0.720720720720721,0,0
"461","0-43.75","25-37.5","50-75",3,7,1,0.329545454545455,0.670454545454545,0,0
"462","0-43.75","25-37.5","50-75",3,7,2,0.340425531914894,0.659574468085106,0,0
"463","0-43.75","25-37.5","75-100",1,1,1,1,0,0,0
"464","0-43.75","25-37.5","75-100",1,1,2,1,0,0,0
"465","0-43.75","25-37.5","75-100",1,2,1,1,0,0,0
"466","0-43.75","25-37.5","75-100",1,2,2,1,0,0,0
"467","0-43.75","25-37.5","75-100",1,3,1,1,0,0,0
"468","0-43.75","25-37.5","75-100",1,3,2,1,0,0,0
"469","0-43.75","25-37.5","75-100",1,4,1,1,0,0,0
"470","0-43.75","25-37.5","75-100",1,4,2,1,0,0,0
"471","0-43.75","25-37.5","75-100",1,5,1,1,0,0,0
"472","0-43.75","25-37.5","75-100",1,5,2,1,0,0,0
"473","0-43.75","25-37.5","75-100",1,6,1,1,0,0,0
"474","0-43.75","25-37.5","75-100",1,6,2,1,0,0,0
"475","0-43.75","25-37.5","75-100",1,7,1,1,0,0,0
"476","0-43.75","25-37.5","75-100",1,7,2,1,0,0,0
"477","0-43.75","25-37.5","75-100",2,1,1,1,0,0,0
"478","0-43.75","25-37.5","75-100",2,1,2,1,0,0,0
"479","0-43.75","25-37.5","75-100",2,2,1,1,0,0,0
"480","0-43.75","25-37.5","75-100",2,2,2,1,0,0,0
"481","0-43.75","25-37.5","75-100",2,3,1,1,0,0,0
"482","0-43.75","25-37.5","75-100",2,3,2,1,0,0,0
"483","0-43.75","25-37.5","75-100",2,4,1,1,0,0,0
"484","0-43.75","25-37.5","75-100",2,4,2,1,0,0,0
"485","0-43.75","25-37.5","75-100",2,5,1,1,0,0,0
"486","0-43.75","25-37.5","75-100",2,5,2,1,0,0,0
"487","0-43.75","25-37.5","75-100",2,6,1,1,0,0,0
"488","0-43.75","25-37.5","75-100",2,6,2,1,0,0,0
"489","0-43.75","25-37.5","75-100",2,7,1,1,0,0,0
"490","0-43.75","25-37.5","75-100",2,7,2,1,0,0,0
"491","0-43.75","25-37.5","75-100",3,1,1,0.0105263157894737,0.989473684210526,0,0
"492","0-43.75","25-37.5","75-100",3,1,2,0.0112359550561798,0.98876404494382,0,0
"493","0-43.75","25-37.5","75-100",3,2,1,0.00970873786407767,0.990291262135922,0,0
"494","0-43.75","25-37.5","75-100",3,2,2,0.0112359550561798,0.98876404494382,0,0
"495","0-43.75","25-37.5","75-100",3,3,1,0,1,0,0
"496","0-43.75","25-37.5","75-100",3,3,2,0.0138888888888889,0.986111111111111,0,0
"497","0-43.75","25-37.5","75-100",3,4,1,0.0340909090909091,0.965909090909091,0,0
"498","0-43.75","25-37.5","75-100",3,4,2,0.0119047619047619,0.988095238095238,0,0
"499","0-43.75","25-37.5","75-100",3,5,1,0.0131578947368421,0.986842105263158,0,0
"500","0-43.75","25-37.5","75-100",3,5,2,0.010989010989011,0.989010989010989,0,0
"501","0-43.75","25-37.5","75-100",3,6,1,0.171428571428571,0.828571428571429,0,0
"502","0-43.75","25-37.5","75-100",3,6,2,0.0133333333333333,0.986666666666667,0,0
"503","0-43.75","25-37.5","75-100",3,7,1,0.0121951219512195,0.98780487804878,0,0
"504","0-43.75","25-37.5","75-100",3,7,2,0.025974025974026,0.974025974025974,0,0
"505","0-43.75","37.5-50","0-25",1,1,1,1,0,0,0
"506","0-43.75","37.5-50","0-25",1,1,2,1,0,0,0
"507","0-43.75","37.5-50","0-25",1,2,1,1,0,0,0
"508","0-43.75","37.5-50","0-25",1,2,2,1,0,0,0
"509","0-43.75","37.5-50","0-25",1,3,1,1,0,0,0
"510","0-43.75","37.5-50","0-25",1,3,2,1,0,0,0
"511","0-43.75","37.5-50","0-25",1,4,1,1,0,0,0
"512","0-43.75","37.5-50","0-25",1,4,2,1,0,0,0
"513","0-43.75","37.5-50","0-25",1,5,1,1,0,0,0
"514","0-43.75","37.5-50","0-25",1,5,2,1,0,0,0
"515","0-43.75","37.5-50","0-25",1,6,1,1,0,0,0
"516","0-43.75","37.5-50","0-25",1,6,2,1,0,0,0
"517","0-43.75","37.5-50","0-25",1,7,1,1,0,0,0
"518","0-43.75","37.5-50","0-25",1,7,2,1,0,0,0
"519","0-43.75","37.5-50","0-25",2,1,1,1,0,0,0
"520","0-43.75","37.5-50","0-25",2,1,2,1,0,0,0
"521","0-43.75","37.5-50","0-25",2,2,1,1,0,0,0
"522","0-43.75","37.5-50","0-25",2,2,2,1,0,0,0
"523","0-43.75","37.5-50","0-25",2,3,1,1,0,0,0
"524","0-43.75","37.5-50","0-25",2,3,2,1,0,0,0
"525","0-43.75","37.5-50","0-25",2,4,1,1,0,0,0
"526","0-43.75","37.5-50","0-25",2,4,2,1,0,0,0
"527","0-43.75","37.5-50","0-25",2,5,1,1,0,0,0
"528","0-43.75","37.5-50","0-25",2,5,2,1,0,0,0
"529","0-43.75","37.5-50","0-25",2,6,1,1,0,0,0
"530","0-43.75","37.5-50","0-25",2,6,2,1,0,0,0
"531","0-43.75","37.5-50","0-25",2,7,1,1,0,0,0
"532","0-43.75","37.5-50","0-25",2,7,2,1,0,0,0
"533","0-43.75","37.5-50","0-25",3,1,1,1,0,0,0
"534","0-43.75","37.5-50","0-25",3,1,2,0.989690721649485,0.0103092783505155,0,0
"535","0-43.75","37.5-50","0-25",3,2,1,1,0,0,0
"536","0-43.75","37.5-50","0-25",3,2,2,1,0,0,0
"537","0-43.75","37.5-50","0-25",3,3,1,1,0,0,0
"538","0-43.75","37.5-50","0-25",3,3,2,1,0,0,0
"539","0-43.75","37.5-50","0-25",3,4,1,1,0,0,0
"540","0-43.75","37.5-50","0-25",3,4,2,1,0,0,0
"541","0-43.75","37.5-50","0-25",3,5,1,1,0,0,0
"542","0-43.75","37.5-50","0-25",3,5,2,1,0,0,0
"543","0-43.75","37.5-50","0-25",3,6,1,1,0,0,0
"544","0-43.75","37.5-50","0-25",3,6,2,1,0,0,0
"545","0-43.75","37.5-50","0-25",3,7,1,1,0,0,0
"546","0-43.75","37.5-50","0-25",3,7,2,1,0,0,0
"547","0-43.75","37.5-50","25-50",1,1,1,1,0,0,0
"548","0-43.75","37.5-50","25-50",1,1,2,1,0,0,0
"549","0-43.75","37.5-50","25-50",1,2,1,1,0,0,0
"550","0-43.75","37.5-50","25-50",1,2,2,1,0,0,0
"551","0-43.75","37.5-50","25-50",1,3,1,1,0,0,0
"552","0-43.75","37.5-50","25-50",1,3,2,1,0,0,0
"553","0-43.75","37.5-50","25-50",1,4,1,1,0,0,0
"554","0-43.75","37.5-50","25-50",1,4,2,1,0,0,0
"555","0-43.75","37.5-50","25-50",1,5,1,1,0,0,0
"556","0-43.75","37.5-50","25-50",1,5,2,1,0,0,0
"557","0-43.75","37.5-50","25-50",1,6,1,1,0,0,0
"558","0-43.75","37.5-50","25-50",1,6,2,1,0,0,0
"559","0-43.75","37.5-50","25-50",1,7,1,1,0,0,0
"560","0-43.75","37.5-50","25-50",1,7,2,1,0,0,0
"561","0-43.75","37.5-50","25-50",2,1,1,1,0,0,0
"562","0-43.75","37.5-50","25-50",2,1,2,1,0,0,0
"563","0-43.75","37.5-50","25-50",2,2,1,1,0,0,0
"564","0-43.75","37.5-50","25-50",2,2,2,1,0,0,0
"565","0-43.75","37.5-50","25-50",2,3,1,1,0,0,0
"566","0-43.75","37.5-50","25-50",2,3,2,1,0,0,0
"567","0-43.75","37.5-50","25-50",2,4,1,1,0,0,0
"568","0-43.75","37.5-50","25-50",2,4,2,1,0,0,0
"569","0-43.75","37.5-50","25-50",2,5,1,1,0,0,0
"570","0-43.75","37.5-50","25-50",2,5,2,1,0,0,0
"571","0-43.75","37.5-50","25-50",2,6,1,1,0,0,0
"572","0-43.75","37.5-50","25-50",2,6,2,1,0,0,0
"573","0-43.75","37.5-50","25-50",2,7,1,1,0,0,0
"574","0-43.75","37.5-50","25-50",2,7,2,1,0,0,0
"575","0-43.75","37.5-50","25-50",3,1,1,0.811881188118812,0.188118811881188,0,0
"576","0-43.75","37.5-50","25-50",3,1,2,0.648936170212766,0.351063829787234,0,0
"577","0-43.75","37.5-50","25-50",3,2,1,0.747252747252747,0.252747252747253,0,0
"578","0-43.75","37.5-50","25-50",3,2,2,0.666666666666667,0.333333333333333,0,0
"579","0-43.75","37.5-50","25-50",3,3,1,0.806122448979592,0.193877551020408,0,0
"580","0-43.75","37.5-50","25-50",3,3,2,0.686046511627907,0.313953488372093,0,0
"581","0-43.75","37.5-50","25-50",3,4,1,0.884210526315789,0.115789473684211,0,0
"582","0-43.75","37.5-50","25-50",3,4,2,0.795698924731183,0.204301075268817,0,0
"583","0-43.75","37.5-50","25-50",3,5,1,0.878787878787879,0.121212121212121,0,0
"584","0-43.75","37.5-50","25-50",3,5,2,0.691489361702128,0.308510638297872,0,0
"585","0-43.75","37.5-50","25-50",3,6,1,0.967032967032967,0.032967032967033,0,0
"586","0-43.75","37.5-50","25-50",3,6,2,0.75,0.25,0,0
"587","0-43.75","37.5-50","25-50",3,7,1,0.684782608695652,0.315217391304348,0,0
"588","0-43.75","37.5-50","25-50",3,7,2,0.75,0.25,0,0
"589","0-43.75","37.5-50","50-75",1,1,1,1,0,0,0
"590","0-43.75","37.5-50","50-75",1,1,2,1,0,0,0
"591","0-43.75","37.5-50","50-75",1,2,1,1,0,0,0
"592","0-43.75","37.5-50","50-75",1,2,2,1,0,0,0
"593","0-43.75","37.5-50","50-75",1,3,1,1,0,0,0
"594","0-43.75","37.5-50","50-75",1,3,2,1,0,0,0
"595","0-43.75","37.5-50","50-75",1,4,1,1,0,0,0
"596","0-43.75","37.5-50","50-75",1,4,2,1,0,0,0
"597","0-43.75","37.5-50","50-75",1,5,1,1,0,0,0
"598","0-43.75","37.5-50","50-75",1,5,2,1,0,0,0
"599","0-43.75","37.5-50","50-75",1,6,1,1,0,0,0
"600","0-43.75","37.5-50","50-75",1,6,2,1,0,0,0
"601","0-43.75","37.5-50","50-75",1,7,1,1,0,0,0
"602","0-43.75","37.5-50","50-75",1,7,2,1,0,0,0
"603","0-43.75","37.5-50","50-75",2,1,1,1,0,0,0
"604","0-43.75","37.5-50","50-75",2,1,2,1,0,0,0
"605","0-43.75","37.5-50","50-75",2,2,1,1,0,0,0
"606","0-43.75","37.5-50","50-75",2,2,2,1,0,0,0
"607","0-43.75","37.5-50","50-75",2,3,1,1,0,0,0
"608","0-43.75","37.5-50","50-75",2,3,2,1,0,0,0
"609","0-43.75","37.5-50","50-75",2,4,1,1,0,0,0
"610","0-43.75","37.5-50","50-75",2,4,2,1,0,0,0
"611","0-43.75","37.5-50","50-75",2,5,1,1,0,0,0
"612","0-43.75","37.5-50","50-75",2,5,2,1,0,0,0
"613","0-43.75","37.5-50","50-75",2,6,1,1,0,0,0
"614","0-43.75","37.5-50","50-75",2,6,2,1,0,0,0
"615","0-43.75","37.5-50","50-75",2,7,1,1,0,0,0
"616","0-43.75","37.5-50","50-75",2,7,2,1,0,0,0
"617","0-43.75","37.5-50","50-75",3,1,1,0.0309278350515464,0.969072164948454,0,0
"618","0-43.75","37.5-50","50-75",3,1,2,0.0729166666666667,0.927083333333333,0,0
"619","0-43.75","37.5-50","50-75",3,2,1,0.106796116504854,0.893203883495146,0,0
"620","0-43.75","37.5-50","50-75",3,2,2,0.175824175824176,0.824175824175824,0,0
"621","0-43.75","37.5-50","50-75",3,3,1,0.2,0.8,0,0
"622","0-43.75","37.5-50","50-75",3,3,2,0.153846153846154,0.846153846153846,0,0
"623","0-43.75","37.5-50","50-75",3,4,1,0.171428571428571,0.828571428571429,0,0
"624","0-43.75","37.5-50","50-75",3,4,2,0.151162790697674,0.848837209302326,0,0
"625","0-43.75","37.5-50","50-75",3,5,1,0.417721518987342,0.582278481012658,0,0
"626","0-43.75","37.5-50","50-75",3,5,2,0.0804597701149425,0.919540229885057,0,0
"627","0-43.75","37.5-50","50-75",3,6,1,0.526881720430108,0.473118279569892,0,0
"628","0-43.75","37.5-50","50-75",3,6,2,0.116279069767442,0.883720930232558,0,0
"629","0-43.75","37.5-50","50-75",3,7,1,0.0454545454545455,0.954545454545455,0,0
"630","0-43.75","37.5-50","50-75",3,7,2,0.152173913043478,0.847826086956522,0,0
"631","0-43.75","37.5-50","75-100",1,1,1,1,0,0,0
"632","0-43.75","37.5-50","75-100",1,1,2,1,0,0,0
"633","0-43.75","37.5-50","75-100",1,2,1,1,0,0,0
"634","0-43.75","37.5-50","75-100",1,2,2,1,0,0,0
"635","0-43.75","37.5-50","75-100",1,3,1,1,0,0,0
"636","0-43.75","37.5-50","75-100",1,3,2,1,0,0,0
"637","0-43.75","37.5-50","75-100",1,4,1,1,0,0,0
"638","0-43.75","37.5-50","75-100",1,4,2,1,0,0,0
"639","0-43.75","37.5-50","75-100",1,5,1,1,0,0,0
"640","0-43.75","37.5-50","75-100",1,5,2,1,0,0,0
"641","0-43.75","37.5-50","75-100",1,6,1,1,0,0,0
"642","0-43.75","37.5-50","75-100",1,6,2,1,0,0,0
"643","0-43.75","37.5-50","75-100",1,7,1,1,0,0,0
"644","0-43.75","37.5-50","75-100",1,7,2,1,0,0,0
"645","0-43.75","37.5-50","75-100",2,1,1,1,0,0,0
"646","0-43.75","37.5-50","75-100",2,1,2,1,0,0,0
"647","0-43.75","37.5-50","75-100",2,2,1,1,0,0,0
"648","0-43.75","37.5-50","75-100",2,2,2,0.98936170212766,0.0106382978723404,0,0
"649","0-43.75","37.5-50","75-100",2,3,1,1,0,0,0
"650","0-43.75","37.5-50","75-100",2,3,2,1,0,0,0
"651","0-43.75","37.5-50","75-100",2,4,1,1,0,0,0
"652","0-43.75","37.5-50","75-100",2,4,2,1,0,0,0
"653","0-43.75","37.5-50","75-100",2,5,1,1,0,0,0
"654","0-43.75","37.5-50","75-100",2,5,2,1,0,0,0
"655","0-43.75","37.5-50","75-100",2,6,1,1,0,0,0
"656","0-43.75","37.5-50","75-100",2,6,2,1,0,0,0
"657","0-43.75","37.5-50","75-100",2,7,1,1,0,0,0
"658","0-43.75","37.5-50","75-100",2,7,2,1,0,0,0
"659","0-43.75","37.5-50","75-100",3,1,1,0,1,0,0
"660","0-43.75","37.5-50","75-100",3,1,2,0,1,0,0
"661","0-43.75","37.5-50","75-100",3,2,1,0,1,0,0
"662","0-43.75","37.5-50","75-100",3,2,2,0,1,0,0
"663","0-43.75","37.5-50","75-100",3,3,1,0,1,0,0
"664","0-43.75","37.5-50","75-100",3,3,2,0,1,0,0
"665","0-43.75","37.5-50","75-100",3,4,1,0.00970873786407767,0.990291262135922,0,0
"666","0-43.75","37.5-50","75-100",3,4,2,0,1,0,0
"667","0-43.75","37.5-50","75-100",3,5,1,0.0099009900990099,0.99009900990099,0,0
"668","0-43.75","37.5-50","75-100",3,5,2,0,1,0,0
"669","0-43.75","37.5-50","75-100",3,6,1,0.0476190476190476,0.952380952380952,0,0
"670","0-43.75","37.5-50","75-100",3,6,2,0,1,0,0
"671","0-43.75","37.5-50","75-100",3,7,1,0,1,0,0
"672","0-43.75","37.5-50","75-100",3,7,2,0,1,0,0
"673","43.75-87.5","0-12.5","0-25",1,1,1,1,0,0,0
"674","43.75-87.5","0-12.5","0-25",1,1,2,1,0,0,0
"675","43.75-87.5","0-12.5","0-25",1,2,1,1,0,0,0
"676","43.75-87.5","0-12.5","0-25",1,2,2,1,0,0,0
"677","43.75-87.5","0-12.5","0-25",1,3,1,1,0,0,0
"678","43.75-87.5","0-12.5","0-25",1,3,2,1,0,0,0
"679","43.75-87.5","0-12.5","0-25",1,4,1,1,0,0,0
"680","43.75-87.5","0-12.5","0-25",1,4,2,1,0,0,0
"681","43.75-87.5","0-12.5","0-25",1,5,1,1,0,0,0
"682","43.75-87.5","0-12.5","0-25",1,5,2,1,0,0,0
"683","43.75-87.5","0-12.5","0-25",1,6,1,1,0,0,0
"684","43.75-87.5","0-12.5","0-25",1,6,2,1,0,0,0
"685","43.75-87.5","0-12.5","0-25",1,7,1,1,0,0,0
"686","43.75-87.5","0-12.5","0-25",1,7,2,1,0,0,0
"687","43.75-87.5","0-12.5","0-25",2,1,1,1,0,0,0
"688","43.75-87.5","0-12.5","0-25",2,1,2,1,0,0,0
"689","43.75-87.5","0-12.5","0-25",2,2,1,1,0,0,0
"690","43.75-87.5","0-12.5","0-25",2,2,2,1,0,0,0
"691","43.75-87.5","0-12.5","0-25",2,3,1,1,0,0,0
"692","43.75-87.5","0-12.5","0-25",2,3,2,1,0,0,0
"693","43.75-87.5","0-12.5","0-25",2,4,1,1,0,0,0
"694","43.75-87.5","0-12.5","0-25",2,4,2,1,0,0,0
"695","43.75-87.5","0-12.5","0-25",2,5,1,1,0,0,0
"696","43.75-87.5","0-12.5","0-25",2,5,2,1,0,0,0
"697","43.75-87.5","0-12.5","0-25",2,6,1,1,0,0,0
"698","43.75-87.5","0-12.5","0-25",2,6,2,1,0,0,0
"699","43.75-87.5","0-12.5","0-25",2,7,1,1,0,0,0
"700","43.75-87.5","0-12.5","0-25",2,7,2,1,0,0,0
"701","43.75-87.5","0-12.5","0-25",3,1,1,1,0,0,0
"702","43.75-87.5","0-12.5","0-25",3,1,2,1,0,0,0
"703","43.75-87.5","0-12.5","0-25",3,2,1,1,0,0,0
"704","43.75-87.5","0-12.5","0-25",3,2,2,1,0,0,0
"705","43.75-87.5","0-12.5","0-25",3,3,1,1,0,0,0
"706","43.75-87.5","0-12.5","0-25",3,3,2,0.992125984251969,0.0078740157480315,0,0
"707","43.75-87.5","0-12.5","0-25",3,4,1,1,0,0,0
"708","43.75-87.5","0-12.5","0-25",3,4,2,1,0,0,0
"709","43.75-87.5","0-12.5","0-25",3,5,1,1,0,0,0
"710","43.75-87.5","0-12.5","0-25",3,5,2,1,0,0,0
"711","43.75-87.5","0-12.5","0-25",3,6,1,1,0,0,0
"712","43.75-87.5","0-12.5","0-25",3,6,2,1,0,0,0
"713","43.75-87.5","0-12.5","0-25",3,7,1,1,0,0,0
"714","43.75-87.5","0-12.5","0-25",3,7,2,1,0,0,0
"715","43.75-87.5","0-12.5","25-50",1,1,1,1,0,0,0
"716","43.75-87.5","0-12.5","25-50",1,1,2,1,0,0,0
"717","43.75-87.5","0-12.5","25-50",1,2,1,1,0,0,0
"718","43.75-87.5","0-12.5","25-50",1,2,2,1,0,0,0
"719","43.75-87.5","0-12.5","25-50",1,3,1,1,0,0,0
"720","43.75-87.5","0-12.5","25-50",1,3,2,1,0,0,0
"721","43.75-87.5","0-12.5","25-50",1,4,1,1,0,0,0
"722","43.75-87.5","0-12.5","25-50",1,4,2,1,0,0,0
"723","43.75-87.5","0-12.5","25-50",1,5,1,1,0,0,0
"724","43.75-87.5","0-12.5","25-50",1,5,2,1,0,0,0
"725","43.75-87.5","0-12.5","25-50",1,6,1,1,0,0,0
"726","43.75-87.5","0-12.5","25-50",1,6,2,1,0,0,0
"727","43.75-87.5","0-12.5","25-50",1,7,1,1,0,0,0
"728","43.75-87.5","0-12.5","25-50",1,7,2,1,0,0,0
"729","43.75-87.5","0-12.5","25-50",2,1,1,1,0,0,0
"730","43.75-87.5","0-12.5","25-50",2,1,2,1,0,0,0
"731","43.75-87.5","0-12.5","25-50",2,2,1,1,0,0,0
"732","43.75-87.5","0-12.5","25-50",2,2,2,1,0,0,0
"733","43.75-87.5","0-12.5","25-50",2,3,1,1,0,0,0
"734","43.75-87.5","0-12.5","25-50",2,3,2,1,0,0,0
"735","43.75-87.5","0-12.5","25-50",2,4,1,1,0,0,0
"736","43.75-87.5","0-12.5","25-50",2,4,2,1,0,0,0
"737","43.75-87.5","0-12.5","25-50",2,5,1,1,0,0,0
"738","43.75-87.5","0-12.5","25-50",2,5,2,1,0,0,0
"739","43.75-87.5","0-12.5","25-50",2,6,1,1,0,0,0
"740","43.75-87.5","0-12.5","25-50",2,6,2,1,0,0,0
"741","43.75-87.5","0-12.5","25-50",2,7,1,1,0,0,0
"742","43.75-87.5","0-12.5","25-50",2,7,2,1,0,0,0
"743","43.75-87.5","0-12.5","25-50",3,1,1,0.944186046511628,0.0558139534883721,0,0
"744","43.75-87.5","0-12.5","25-50",3,1,2,0.887323943661972,0.112676056338028,0,0
"745","43.75-87.5","0-12.5","25-50",3,2,1,0.940594059405941,0.0594059405940594,0,0
"746","43.75-87.5","0-12.5","25-50",3,2,2,0.890688259109312,0.109311740890688,0,0
"747","43.75-87.5","0-12.5","25-50",3,3,1,0.962264150943396,0.0377358490566038,0,0
"748","43.75-87.5","0-12.5","25-50",3,3,2,0.91866028708134,0.0813397129186603,0,0
"749","43.75-87.5","0-12.5","25-50",3,4,1,0.941441441441441,0.0585585585585586,0,0
"750","43.75-87.5","0-12.5","25-50",3,4,2,0.875,0.125,0,0
"751","43.75-87.5","0-12.5","25-50",3,5,1,0.963636363636364,0.0363636363636364,0,0
"752","43.75-87.5","0-12.5","25-50",3,5,2,0.880733944954128,0.119266055045872,0,0
"753","43.75-87.5","0-12.5","25-50",3,6,1,0.989130434782609,0.0108695652173913,0,0
"754","43.75-87.5","0-12.5","25-50",3,6,2,0.920318725099602,0.0796812749003984,0,0
"755","43.75-87.5","0-12.5","25-50",3,7,1,0.909502262443439,0.0904977375565611,0,0
"756","43.75-87.5","0-12.5","25-50",3,7,2,0.90625,0.09375,0,0
"757","43.75-87.5","0-12.5","50-75",1,1,1,1,0,0,0
"758","43.75-87.5","0-12.5","50-75",1,1,2,1,0,0,0
"759","43.75-87.5","0-12.5","50-75",1,2,1,1,0,0,0
"760","43.75-87.5","0-12.5","50-75",1,2,2,1,0,0,0
"761","43.75-87.5","0-12.5","50-75",1,3,1,1,0,0,0
"762","43.75-87.5","0-12.5","50-75",1,3,2,1,0,0,0
"763","43.75-87.5","0-12.5","50-75",1,4,1,1,0,0,0
"764","43.75-87.5","0-12.5","50-75",1,4,2,1,0,0,0
"765","43.75-87.5","0-12.5","50-75",1,5,1,1,0,0,0
"766","43.75-87.5","0-12.5","50-75",1,5,2,1,0,0,0
"767","43.75-87.5","0-12.5","50-75",1,6,1,1,0,0,0
"768","43.75-87.5","0-12.5","50-75",1,6,2,1,0,0,0
"769","43.75-87.5","0-12.5","50-75",1,7,1,1,0,0,0
"770","43.75-87.5","0-12.5","50-75",1,7,2,1,0,0,0
"771","43.75-87.5","0-12.5","50-75",2,1,1,1,0,0,0
"772","43.75-87.5","0-12.5","50-75",2,1,2,1,0,0,0
"773","43.75-87.5","0-12.5","50-75",2,2,1,1,0,0,0
"774","43.75-87.5","0-12.5","50-75",2,2,2,1,0,0,0
"775","43.75-87.5","0-12.5","50-75",2,3,1,1,0,0,0
"776","43.75-87.5","0-12.5","50-75",2,3,2,1,0,0,0
"777","43.75-87.5","0-12.5","50-75",2,4,1,1,0,0,0
"778","43.75-87.5","0-12.5","50-75",2,4,2,1,0,0,0
"779","43.75-87.5","0-12.5","50-75",2,5,1,1,0,0,0
