"n_fish","survival_b","0-50","50-100","100-150","150-200","200-250"
133,"0.2-0.3",145,2,0,0,0
133,"0.3-0.4",435,190,0,0,0
133,"0.4-0.5",66,585,0,0,0
133,"0.5-0.6",0,307,0,0,0
133,"0.6-0.7",0,15,0,0,0
134,"0.2-0.3",155,1,0,0,0
134,"0.3-0.4",393,177,0,0,0
134,"0.4-0.5",63,610,0,0,0
134,"0.5-0.6",0,282,0,0,0
134,"0.6-0.7",0,20,0,0,0
135,"0.2-0.3",156,1,0,0,0
135,"0.3-0.4",357,194,0,0,0
135,"0.4-0.5",37,565,0,0,0
135,"0.5-0.6",1,303,0,0,0
135,"0.6-0.7",0,17,0,0,0
136,"0.2-0.3",151,3,0,0,0
136,"0.3-0.4",367,218,0,0,0
136,"0.4-0.5",48,584,0,0,0
136,"0.5-0.6",0,254,0,0,0
136,"0.6-0.7",0,19,0,0,0
137,"0.2-0.3",140,6,0,0,0
137,"0.3-0.4",331,226,0,0,0
137,"0.4-0.5",33,594,0,0,0
137,"0.5-0.6",0,292,0,0,0
137,"0.6-0.7",0,22,0,0,0
138,"0.2-0.3",152,6,0,0,0
138,"0.3-0.4",369,242,0,0,0
138,"0.4-0.5",39,619,0,0,0
138,"0.5-0.6",0,338,0,0,0
138,"0.6-0.7",0,20,0,0,0
139,"0.2-0.3",139,5,0,0,0
139,"0.3-0.4",343,261,0,0,0
139,"0.4-0.5",38,614,0,0,0
139,"0.5-0.6",0,283,0,0,0
139,"0.6-0.7",0,13,0,0,0
140,"0.2-0.3",151,1,0,0,0
140,"0.3-0.4",296,256,0,0,0
140,"0.4-0.5",34,643,0,0,0
140,"0.5-0.6",0,291,0,0,0
140,"0.6-0.7",0,22,0,0,0
141,"0.2-0.3",174,3,0,0,0
141,"0.3-0.4",321,282,0,0,0
141,"0.4-0.5",31,620,0,0,0
141,"0.5-0.6",0,286,0,0,0
141,"0.6-0.7",0,20,0,0,0
142,"0.2-0.3",142,9,0,0,0
142,"0.3-0.4",312,301,0,0,0
142,"0.4-0.5",22,632,0,0,0
142,"0.5-0.6",0,289,0,0,0
142,"0.6-0.7",0,31,1,0,0
143,"0.2-0.3",162,4,0,0,0
143,"0.3-0.4",278,353,0,0,0
143,"0.4-0.5",28,608,0,0,0
143,"0.5-0.6",0,287,0,0,0
143,"0.6-0.7",0,15,0,0,0
144,"0.2-0.3",156,7,0,0,0
144,"0.3-0.4",281,335,0,0,0
144,"0.4-0.5",18,619,0,0,0
144,"0.5-0.6",0,318,0,0,0
144,"0.6-0.7",0,16,0,0,0
145,"0.2-0.3",142,7,0,0,0
145,"0.3-0.4",241,311,0,0,0
145,"0.4-0.5",17,596,0,0,0
145,"0.5-0.6",0,296,0,0,0
145,"0.6-0.7",0,12,0,0,0
146,"0.2-0.3",131,8,0,0,0
146,"0.3-0.4",279,350,0,0,0
146,"0.4-0.5",9,596,0,0,0
146,"0.5-0.6",0,283,0,0,0
146,"0.6-0.7",0,15,0,0,0
147,"0.2-0.3",137,9,0,0,0
147,"0.3-0.4",246,349,0,0,0
147,"0.4-0.5",11,617,0,0,0
147,"0.5-0.6",0,285,1,0,0
147,"0.6-0.7",0,12,2,0,0
148,"0.2-0.3",133,10,0,0,0
148,"0.3-0.4",206,336,0,0,0
148,"0.4-0.5",9,639,0,0,0
148,"0.5-0.6",0,287,0,0,0
148,"0.6-0.7",0,15,1,0,0
149,"0.2-0.3",172,9,0,0,0
149,"0.3-0.4",201,362,0,0,0
149,"0.4-0.5",6,661,0,0,0
149,"0.5-0.6",0,246,1,0,0
149,"0.6-0.7",0,11,2,0,0
150,"0.2-0.3",146,9,0,0,0
150,"0.3-0.4",216,379,0,0,0
150,"0.4-0.5",4,645,0,0,0
150,"0.5-0.6",0,279,0,0,0
150,"0.6-0.7",0,18,1,0,0
151,"0.2-0.3",133,14,0,0,0
151,"0.3-0.4",191,380,0,0,0
151,"0.4-0.5",3,625,0,0,0
151,"0.5-0.6",0,268,1,0,0
151,"0.6-0.7",0,16,1,0,0
152,"0.2-0.3",141,18,0,0,0
152,"0.3-0.4",208,396,0,0,0
152,"0.4-0.5",3,654,0,0,0
152,"0.5-0.6",0,280,4,0,0
152,"0.6-0.7",0,16,3,0,0
153,"0.2-0.3",129,10,0,0,0
153,"0.3-0.4",169,412,0,0,0
153,"0.4-0.5",6,596,0,0,0
153,"0.5-0.6",0,298,3,0,0
153,"0.6-0.7",0,11,2,0,0
154,"0.2-0.3",139,8,0,0,0
154,"0.3-0.4",161,408,0,0,0
154,"0.4-0.5",3,635,0,0,0
154,"0.5-0.6",0,299,2,0,0
154,"0.6-0.7",0,19,3,0,0
155,"0.2-0.3",143,22,0,0,0
155,"0.3-0.4",163,440,0,0,0
155,"0.4-0.5",0,603,0,0,0
155,"0.5-0.6",0,323,2,0,0
155,"0.6-0.7",0,12,1,0,0
156,"0.2-0.3",151,17,0,0,0
156,"0.3-0.4",175,425,0,0,0
156,"0.4-0.5",6,634,0,0,0
156,"0.5-0.6",0,296,4,0,0
156,"0.6-0.7",0,15,3,0,0
157,"0.2-0.3",136,16,0,0,0
157,"0.3-0.4",145,467,0,0,0
157,"0.4-0.5",2,642,0,0,0
157,"0.5-0.6",0,262,4,0,0
157,"0.6-0.7",0,9,5,0,0
158,"0.2-0.3",142,17,0,0,0
158,"0.3-0.4",135,429,0,0,0
158,"0.4-0.5",4,636,0,0,0
158,"0.5-0.6",0,300,9,0,0
158,"0.6-0.7",0,17,1,0,0
159,"0.2-0.3",157,22,0,0,0
159,"0.3-0.4",136,442,0,0,0
159,"0.4-0.5",2,599,0,0,0
159,"0.5-0.6",0,275,7,0,0
159,"0.6-0.7",0,16,2,0,0
160,"0.2-0.3",110,28,0,0,0
160,"0.3-0.4",118,428,0,0,0
160,"0.4-0.5",0,635,0,0,0
160,"0.5-0.6",0,282,17,0,0
160,"0.6-0.7",0,9,13,0,0
161,"0.2-0.3",129,16,0,0,0
161,"0.3-0.4",103,473,0,0,0
161,"0.4-0.5",1,629,0,0,0
161,"0.5-0.6",0,308,7,0,0
161,"0.6-0.7",0,6,6,0,0
162,"0.2-0.3",116,24,0,0,0
162,"0.3-0.4",93,482,0,0,0
162,"0.4-0.5",0,669,0,0,0
162,"0.5-0.6",0,295,16,0,0
162,"0.6-0.7",0,9,7,0,0
163,"0.2-0.3",126,34,0,0,0
163,"0.3-0.4",121,474,0,0,0
163,"0.4-0.5",1,663,0,0,0
163,"0.5-0.6",0,276,17,0,0
163,"0.6-0.7",0,14,5,0,0
164,"0.2-0.3",123,28,0,0,0
164,"0.3-0.4",96,463,0,0,0
164,"0.4-0.5",1,617,0,0,0
164,"0.5-0.6",0,292,16,0,0
164,"0.6-0.7",0,10,6,0,0
165,"0.2-0.3",110,27,0,0,0
165,"0.3-0.4",85,487,0,0,0
165,"0.4-0.5",0,609,0,0,0
165,"0.5-0.6",0,278,22,0,0
165,"0.6-0.7",0,8,9,0,0
166,"0.2-0.3",130,34,0,0,0
166,"0.3-0.4",71,491,0,0,0
166,"0.4-0.5",2,647,0,0,0
166,"0.5-0.6",0,291,22,0,0
166,"0.6-0.7",0,8,11,0,0
167,"0.2-0.3",114,48,0,0,0
167,"0.3-0.4",83,495,0,0,0
167,"0.4-0.5",0,623,0,0,0
167,"0.5-0.6",0,259,25,0,0
167,"0.6-0.7",0,6,16,0,0
168,"0.2-0.3",121,50,0,0,0
168,"0.3-0.4",68,529,0,0,0
168,"0.4-0.5",1,629,1,0,0
168,"0.5-0.6",0,240,23,0,0
168,"0.6-0.7",0,7,8,0,0
169,"0.2-0.3",134,34,0,0,0
169,"0.3-0.4",80,475,0,0,0
169,"0.4-0.5",0,662,0,0,0
169,"0.5-0.6",0,250,36,0,0
169,"0.6-0.7",0,5,9,0,0
170,"0.2-0.3",111,59,0,0,0
170,"0.3-0.4",62,483,0,0,0
170,"0.4-0.5",2,641,1,0,0
170,"0.5-0.6",0,275,37,0,0
170,"0.6-0.7",0,5,15,0,0
171,"0.2-0.3",117,48,0,0,0
171,"0.3-0.4",52,512,0,0,0
171,"0.4-0.5",0,628,0,0,0
171,"0.5-0.6",0,241,37,0,0
171,"0.6-0.7",0,4,19,0,0
172,"0.2-0.3",84,42,0,0,0
172,"0.3-0.4",49,523,0,0,0
172,"0.4-0.5",1,655,0,0,0
172,"0.5-0.6",0,255,52,0,0
172,"0.6-0.7",0,5,9,0,0
173,"0.2-0.3",120,56,0,0,0
173,"0.3-0.4",42,535,0,0,0
173,"0.4-0.5",0,651,2,0,0
173,"0.5-0.6",0,250,57,0,0
173,"0.6-0.7",0,2,24,0,0
174,"0.2-0.3",112,44,0,0,0
174,"0.3-0.4",40,517,0,0,0
174,"0.4-0.5",0,650,2,0,0
174,"0.5-0.6",0,237,70,0,0
174,"0.6-0.7",0,1,19,0,0
175,"0.2-0.3",96,57,0,0,0
175,"0.3-0.4",43,524,0,0,0
175,"0.4-0.5",0,629,3,0,0
175,"0.5-0.6",0,228,69,0,0
175,"0.6-0.7",0,7,13,0,0
176,"0.2-0.3",103,39,0,0,0
176,"0.3-0.4",26,538,0,0,0
176,"0.4-0.5",0,604,1,0,0
176,"0.5-0.6",0,239,75,0,0
176,"0.6-0.7",0,3,14,0,0
177,"0.2-0.3",95,71,0,0,0
177,"0.3-0.4",30,548,0,0,0
177,"0.4-0.5",0,626,2,0,0
177,"0.5-0.6",0,204,71,0,0
177,"0.6-0.7",0,2,19,0,0
178,"0.2-0.3",88,54,0,0,0
178,"0.3-0.4",36,581,0,0,0
178,"0.4-0.5",0,629,5,0,0
178,"0.5-0.6",0,218,87,0,0
178,"0.6-0.7",0,5,18,0,0
179,"0.2-0.3",96,68,0,0,0
179,"0.3-0.4",25,482,0,0,0
179,"0.4-0.5",0,645,3,0,0
179,"0.5-0.6",0,165,90,0,0
179,"0.6-0.7",0,2,17,0,0
180,"0.2-0.3",92,73,0,0,0
180,"0.3-0.4",27,549,0,0,0
180,"0.4-0.5",0,650,4,0,0
180,"0.5-0.6",0,188,99,0,0
180,"0.6-0.7",0,0,13,0,0
181,"0.2-0.3",79,60,0,0,0
181,"0.3-0.4",26,531,0,0,0
181,"0.4-0.5",0,612,8,0,0
181,"0.5-0.6",0,170,107,0,0
181,"0.6-0.7",0,3,22,0,0
182,"0.2-0.3",79,74,0,0,0
182,"0.3-0.4",18,539,0,0,0
182,"0.4-0.5",0,649,7,0,0
182,"0.5-0.6",0,182,113,0,0
182,"0.6-0.7",0,1,17,0,0
183,"0.2-0.3",94,68,0,0,0
183,"0.3-0.4",22,534,0,0,0
183,"0.4-0.5",0,578,10,0,0
183,"0.5-0.6",0,158,125,0,0
183,"0.6-0.7",0,1,16,0,0
184,"0.2-0.3",74,67,0,0,0
184,"0.3-0.4",20,551,0,0,0
184,"0.4-0.5",0,600,8,0,0
184,"0.5-0.6",0,174,119,0,0
184,"0.6-0.7",0,1,15,0,0
185,"0.2-0.3",81,84,0,0,0
185,"0.3-0.4",14,546,0,0,0
185,"0.4-0.5",0,615,5,0,0
185,"0.5-0.6",0,157,138,0,0
185,"0.6-0.7",0,1,17,0,0
186,"0.2-0.3",61,93,0,0,0
186,"0.3-0.4",16,538,0,0,0
186,"0.4-0.5",0,651,9,0,0
186,"0.5-0.6",0,148,141,0,0
186,"0.6-0.7",0,0,19,0,0
187,"0.2-0.3",72,79,0,0,0
187,"0.3-0.4",10,584,0,0,0
187,"0.4-0.5",0,623,19,0,0
187,"0.5-0.6",0,157,162,0,0
187,"0.6-0.7",0,1,23,0,0
188,"0.2-0.3",79,78,0,0,0
188,"0.3-0.4",14,553,0,0,0
188,"0.4-0.5",0,593,12,0,0
188,"0.5-0.6",0,130,169,0,0
188,"0.6-0.7",0,0,11,0,0
189,"0.2-0.3",63,96,0,0,0
189,"0.3-0.4",9,552,0,0,0
189,"0.4-0.5",0,617,18,0,0
189,"0.5-0.6",0,144,147,0,0
189,"0.6-0.7",0,0,16,0,0
190,"0.2-0.3",60,108,0,0,0
190,"0.3-0.4",18,547,0,0,0
190,"0.4-0.5",0,600,19,0,0
190,"0.5-0.6",0,134,166,0,0
190,"0.6-0.7",0,0,23,0,0
191,"0.2-0.3",59,94,0,0,0
191,"0.3-0.4",12,581,0,0,0
191,"0.4-0.5",0,594,31,0,0
191,"0.5-0.6",0,110,175,0,0
191,"0.6-0.7",0,1,16,0,0
192,"0.2-0.3",58,103,0,0,0
192,"0.3-0.4",10,536,0,0,0
192,"0.4-0.5",0,604,26,0,0
192,"0.5-0.6",0,116,168,0,0
192,"0.6-0.7",0,0,22,0,0
193,"0.2-0.3",49,100,0,0,0
193,"0.3-0.4",10,578,0,0,0
193,"0.4-0.5",0,602,42,0,0
193,"0.5-0.6",0,108,176,0,0
193,"0.6-0.7",0,0,14,0,0
194,"0.2-0.3",60,123,0,0,0
194,"0.3-0.4",10,552,0,0,0
194,"0.4-0.5",0,581,30,0,0
194,"0.5-0.6",0,100,182,0,0
194,"0.6-0.7",0,1,22,0,0
195,"0.2-0.3",55,107,0,0,0
195,"0.3-0.4",6,621,0,0,0
195,"0.4-0.5",0,599,39,0,0
195,"0.5-0.6",0,87,207,0,0
195,"0.6-0.7",0,0,13,0,0
196,"0.2-0.3",48,110,0,0,0
196,"0.3-0.4",9,578,0,0,0
196,"0.4-0.5",0,529,47,0,0
196,"0.5-0.6",0,81,196,0,0
196,"0.6-0.7",0,0,22,0,0
197,"0.2-0.3",52,107,0,0,0
197,"0.3-0.4",2,580,1,0,0
197,"0.4-0.5",0,601,42,0,0
197,"0.5-0.6",0,76,197,0,0
197,"0.6-0.7",0,0,15,0,0
198,"0.2-0.3",44,123,0,0,0
198,"0.3-0.4",3,553,0,0,0
198,"0.4-0.5",0,607,40,0,0
198,"0.5-0.6",0,72,218,0,0
198,"0.6-0.7",0,0,16,0,0
199,"0.2-0.3",42,117,0,0,0
199,"0.3-0.4",1,574,1,0,0
199,"0.4-0.5",0,595,68,0,0
199,"0.5-0.6",0,52,228,0,0
199,"0.6-0.7",0,0,20,0,0
200,"0.2-0.3",45,103,0,0,0
200,"0.3-0.4",10,574,0,0,0
200,"0.4-0.5",0,525,61,0,0
200,"0.5-0.6",0,71,247,0,0
200,"0.6-0.7",0,0,12,0,0
201,"0.2-0.3",37,103,0,0,0
201,"0.3-0.4",4,555,0,0,0
201,"0.4-0.5",0,555,79,0,0
201,"0.5-0.6",0,53,234,0,0
201,"0.6-0.7",0,0,27,0,0
202,"0.2-0.3",33,109,0,0,0
202,"0.3-0.4",3,572,0,0,0
202,"0.4-0.5",0,589,80,0,0
202,"0.5-0.6",0,55,243,0,0
202,"0.6-0.7",0,0,21,0,0
203,"0.2-0.3",38,122,0,0,0
203,"0.3-0.4",7,576,1,0,0
203,"0.4-0.5",0,575,92,0,0
203,"0.5-0.6",0,47,250,0,0
203,"0.6-0.7",0,0,17,0,0
204,"0.2-0.3",40,113,0,0,0
204,"0.3-0.4",2,570,0,0,0
204,"0.4-0.5",0,546,86,0,0
204,"0.5-0.6",0,45,259,0,0
204,"0.6-0.7",0,0,20,0,0
205,"0.2-0.3",26,135,0,0,0
205,"0.3-0.4",1,563,1,0,0
205,"0.4-0.5",0,499,105,0,0
205,"0.5-0.6",0,31,231,0,0
205,"0.6-0.7",0,0,13,0,0
206,"0.2-0.3",30,112,0,0,0
206,"0.3-0.4",4,596,1,0,0
206,"0.4-0.5",0,500,106,0,0
206,"0.5-0.6",0,38,239,0,0
206,"0.6-0.7",0,0,15,0,0
207,"0.2-0.3",35,120,0,0,0
207,"0.3-0.4",2,567,0,0,0
207,"0.4-0.5",0,507,118,0,0
207,"0.5-0.6",0,25,276,0,0
207,"0.6-0.7",0,0,15,0,0
208,"0.2-0.3",18,131,0,0,0
208,"0.3-0.4",4,590,1,0,0
208,"0.4-0.5",0,521,126,0,0
208,"0.5-0.6",0,24,263,0,0
208,"0.6-0.7",0,0,20,0,0
209,"0.2-0.3",25,126,0,0,0
209,"0.3-0.4",2,550,1,0,0
209,"0.4-0.5",0,479,148,0,0
209,"0.5-0.6",0,23,252,0,0
209,"0.6-0.7",0,0,20,0,0
210,"0.2-0.3",24,126,0,0,0
210,"0.3-0.4",1,549,0,0,0
210,"0.4-0.5",0,533,139,0,0
210,"0.5-0.6",0,26,257,0,0
210,"0.6-0.7",0,0,18,0,0
211,"0.2-0.3",21,124,0,0,0
211,"0.3-0.4",0,575,0,0,0
211,"0.4-0.5",0,447,156,0,0
211,"0.5-0.6",0,17,243,0,0
211,"0.6-0.7",0,0,15,0,0
212,"0.2-0.3",28,137,0,0,0
212,"0.3-0.4",1,520,1,0,0
212,"0.4-0.5",0,479,173,0,0
212,"0.5-0.6",0,18,266,0,0
212,"0.6-0.7",0,0,25,0,0
213,"0.2-0.3",24,126,0,0,0
213,"0.3-0.4",2,579,2,0,0
213,"0.4-0.5",0,480,175,0,0
213,"0.5-0.6",0,11,258,0,0
213,"0.6-0.7",0,0,21,0,0
214,"0.2-0.3",17,124,0,0,0
214,"0.3-0.4",2,591,3,0,0
214,"0.4-0.5",0,453,199,0,0
214,"0.5-0.6",0,9,261,0,0
214,"0.6-0.7",0,0,16,0,0
215,"0.2-0.3",26,163,0,0,0
215,"0.3-0.4",2,599,2,0,0
215,"0.4-0.5",0,435,185,0,0
215,"0.5-0.6",0,17,290,0,0
215,"0.6-0.7",0,0,32,1,0
216,"0.2-0.3",11,132,0,0,0
216,"0.3-0.4",0,556,3,0,0
216,"0.4-0.5",0,424,215,0,0
216,"0.5-0.6",0,7,282,0,0
216,"0.6-0.7",0,0,23,0,0
217,"0.2-0.3",25,120,0,0,0
217,"0.3-0.4",1,584,5,0,0
217,"0.4-0.5",0,390,215,0,0
217,"0.5-0.6",0,9,275,0,0
217,"0.6-0.7",0,0,17,2,0
218,"0.2-0.3",13,152,0,0,0
218,"0.3-0.4",0,555,1,0,0
218,"0.4-0.5",0,370,226,0,0
218,"0.5-0.6",0,8,290,0,0
218,"0.6-0.7",0,0,21,0,0
219,"0.2-0.3",13,142,0,0,0
219,"0.3-0.4",0,558,6,0,0
219,"0.4-0.5",0,369,240,0,0
219,"0.5-0.6",0,7,265,0,0
219,"0.6-0.7",0,0,17,0,0
220,"0.2-0.3",18,149,0,0,0
220,"0.3-0.4",1,602,2,0,0
220,"0.4-0.5",0,407,269,0,0
220,"0.5-0.6",0,2,257,0,0
220,"0.6-0.7",0,0,17,1,0
221,"0.2-0.3",12,136,0,0,0
221,"0.3-0.4",0,537,6,0,0
221,"0.4-0.5",0,407,228,0,0
221,"0.5-0.6",0,9,293,0,0
221,"0.6-0.7",0,0,20,0,0
222,"0.2-0.3",6,145,0,0,0
222,"0.3-0.4",1,568,6,0,0
222,"0.4-0.5",0,382,239,0,0
222,"0.5-0.6",0,8,276,0,0
222,"0.6-0.7",0,0,26,0,0
223,"0.2-0.3",14,144,0,0,0
223,"0.3-0.4",0,531,6,0,0
223,"0.4-0.5",0,366,271,0,0
223,"0.5-0.6",0,7,265,1,0
223,"0.6-0.7",0,0,21,0,0
224,"0.2-0.3",11,164,0,0,0
224,"0.3-0.4",0,555,8,0,0
224,"0.4-0.5",0,329,267,0,0
224,"0.5-0.6",0,4,268,1,0
224,"0.6-0.7",0,0,18,0,0
225,"0.2-0.3",10,117,0,0,0
225,"0.3-0.4",0,591,5,0,0
225,"0.4-0.5",0,310,299,0,0
225,"0.5-0.6",0,4,314,0,0
225,"0.6-0.7",0,0,14,1,0
226,"0.2-0.3",11,138,0,0,0
226,"0.3-0.4",0,545,13,0,0
226,"0.4-0.5",0,314,323,0,0
226,"0.5-0.6",0,3,281,2,0
226,"0.6-0.7",0,0,18,0,0
227,"0.2-0.3",9,134,0,0,0
227,"0.3-0.4",1,553,12,0,0
227,"0.4-0.5",0,312,329,0,0
227,"0.5-0.6",0,2,319,0,0
227,"0.6-0.7",0,0,13,3,0
228,"0.2-0.3",12,149,0,0,0
228,"0.3-0.4",0,575,18,0,0
228,"0.4-0.5",0,311,365,0,0
228,"0.5-0.6",0,3,280,1,0
228,"0.6-0.7",0,0,22,0,0
229,"0.2-0.3",13,167,0,0,0
229,"0.3-0.4",0,548,7,0,0
229,"0.4-0.5",0,293,347,0,0
229,"0.5-0.6",0,2,280,2,0
229,"0.6-0.7",0,0,16,1,0
230,"0.2-0.3",8,143,0,0,0
230,"0.3-0.4",0,547,19,0,0
230,"0.4-0.5",0,266,325,0,0
230,"0.5-0.6",0,2,328,2,0
230,"0.6-0.7",0,0,21,1,0
231,"0.2-0.3",11,151,0,0,0
231,"0.3-0.4",0,527,16,0,0
231,"0.4-0.5",0,274,359,0,0
231,"0.5-0.6",0,0,285,1,0
231,"0.6-0.7",0,0,10,3,0
232,"0.2-0.3",3,159,0,0,0
232,"0.3-0.4",0,549,20,0,0
232,"0.4-0.5",0,249,398,0,0
232,"0.5-0.6",0,5,283,2,0
232,"0.6-0.7",0,0,7,6,0
233,"0.2-0.3",6,128,0,0,0
233,"0.3-0.4",0,600,26,0,0
233,"0.4-0.5",0,240,427,0,0
233,"0.5-0.6",0,2,309,0,0
233,"0.6-0.7",0,0,12,1,0
234,"0.2-0.3",4,137,0,0,0
234,"0.3-0.4",0,535,28,0,0
234,"0.4-0.5",0,233,388,0,0
234,"0.5-0.6",0,2,285,3,0
234,"0.6-0.7",0,0,13,2,0
235,"0.2-0.3",6,159,0,0,0
235,"0.3-0.4",0,583,22,0,0
235,"0.4-0.5",0,215,454,0,0
235,"0.5-0.6",0,0,271,5,0
235,"0.6-0.7",0,0,19,2,0
236,"0.2-0.3",5,153,0,0,0
236,"0.3-0.4",0,550,33,0,0
236,"0.4-0.5",0,206,448,0,0
236,"0.5-0.6",0,1,292,2,0
236,"0.6-0.7",0,0,12,5,0
237,"0.2-0.3",4,175,0,0,0
237,"0.3-0.4",0,565,36,0,0
237,"0.4-0.5",0,178,430,0,0
237,"0.5-0.6",0,1,267,4,0
237,"0.6-0.7",0,0,13,5,0
238,"0.2-0.3",1,164,0,0,0
238,"0.3-0.4",0,582,27,0,0
238,"0.4-0.5",0,189,431,0,0
238,"0.5-0.6",0,0,276,8,0
238,"0.6-0.7",0,0,17,5,0
239,"0.2-0.3",4,158,0,0,0
239,"0.3-0.4",0,539,30,0,0
239,"0.4-0.5",0,210,487,0,0
239,"0.5-0.6",0,1,295,5,0
239,"0.6-0.7",0,0,12,4,0
240,"0.2-0.3",3,151,0,0,0
240,"0.3-0.4",0,542,35,0,0
240,"0.4-0.5",0,216,480,0,0
240,"0.5-0.6",0,0,265,4,0
240,"0.6-0.7",0,0,10,2,0
241,"0.2-0.3",3,149,0,0,0
241,"0.3-0.4",0,527,32,0,0
241,"0.4-0.5",0,170,453,0,0
241,"0.5-0.6",0,0,266,5,0
241,"0.6-0.7",0,0,14,13,0
242,"0.2-0.3",5,151,0,0,0
242,"0.3-0.4",0,547,45,0,0
242,"0.4-0.5",0,169,480,0,0
242,"0.5-0.6",0,1,296,5,0
242,"0.6-0.7",0,0,12,6,0
243,"0.2-0.3",6,164,0,0,0
243,"0.3-0.4",0,541,48,0,0
243,"0.4-0.5",0,147,463,0,0
243,"0.5-0.6",0,0,262,10,0
243,"0.6-0.7",0,0,7,9,0
244,"0.2-0.3",2,151,0,0,0
244,"0.3-0.4",0,538,60,0,0
244,"0.4-0.5",0,150,481,0,0
244,"0.5-0.6",0,0,268,12,0
244,"0.6-0.7",0,0,11,6,0
245,"0.2-0.3",4,161,1,0,0
245,"0.3-0.4",0,520,51,0,0
245,"0.4-0.5",0,141,495,0,0
245,"0.5-0.6",0,0,269,12,0
245,"0.6-0.7",0,0,10,6,0
246,"0.2-0.3",1,159,0,0,0
246,"0.3-0.4",0,562,60,0,0
246,"0.4-0.5",0,141,473,0,0
246,"0.5-0.6",0,0,300,13,0
246,"0.6-0.7",0,0,14,11,0
247,"0.2-0.3",4,142,0,0,0
247,"0.3-0.4",0,527,55,0,0
247,"0.4-0.5",0,129,510,0,0
247,"0.5-0.6",0,0,287,14,0
247,"0.6-0.7",0,0,12,14,0
248,"0.2-0.3",5,149,0,0,0
248,"0.3-0.4",0,499,66,0,0
248,"0.4-0.5",0,108,527,0,0
248,"0.5-0.6",0,0,244,15,0
248,"0.6-0.7",0,0,5,8,0
249,"0.2-0.3",1,142,0,0,0
249,"0.3-0.4",0,489,78,0,0
249,"0.4-0.5",0,99,509,0,0
249,"0.5-0.6",0,0,274,21,0
249,"0.6-0.7",0,0,8,13,0
250,"0.2-0.3",7,157,0,0,0
250,"0.3-0.4",0,534,85,0,0
250,"0.4-0.5",0,97,515,0,0
250,"0.5-0.6",0,0,258,21,0
250,"0.6-0.7",0,0,4,11,0
251,"0.2-0.3",0,148,0,0,0
251,"0.3-0.4",0,507,77,0,0
251,"0.4-0.5",0,88,552,0,0
251,"0.5-0.6",0,0,270,18,0
251,"0.6-0.7",0,0,4,10,0
252,"0.2-0.3",2,158,0,0,0
252,"0.3-0.4",0,466,87,0,0
252,"0.4-0.5",0,98,532,0,0
252,"0.5-0.6",0,0,273,20,0
252,"0.6-0.7",0,0,6,9,0
253,"0.2-0.3",1,147,0,0,0
253,"0.3-0.4",0,486,95,0,0
253,"0.4-0.5",0,73,541,0,0
253,"0.5-0.6",0,0,260,26,0
253,"0.6-0.7",0,0,6,11,0
254,"0.2-0.3",2,149,0,0,0
254,"0.3-0.4",0,481,99,0,0
254,"0.4-0.5",0,85,572,0,0
254,"0.5-0.6",0,0,253,31,0
254,"0.6-0.7",0,0,6,12,0
255,"0.2-0.3",3,150,0,0,0
255,"0.3-0.4",0,445,97,0,0
255,"0.4-0.5",0,80,541,1,0
255,"0.5-0.6",0,0,260,30,0
255,"0.6-0.7",0,0,2,15,0
256,"0.2-0.3",0,135,0,0,0
256,"0.3-0.4",0,465,109,0,0
256,"0.4-0.5",0,78,561,0,0
256,"0.5-0.6",0,0,244,34,0
256,"0.6-0.7",0,0,3,13,0
257,"0.2-0.3",2,172,0,0,0
257,"0.3-0.4",0,455,109,0,0
257,"0.4-0.5",0,75,578,0,0
257,"0.5-0.6",0,0,241,46,0
257,"0.6-0.7",0,0,7,13,0
258,"0.2-0.3",0,153,0,0,0
258,"0.3-0.4",0,463,110,0,0
258,"0.4-0.5",0,58,574,0,0
258,"0.5-0.6",0,0,261,38,0
258,"0.6-0.7",0,0,5,17,0
259,"0.2-0.3",2,147,0,0,0
259,"0.3-0.4",0,477,143,0,0
259,"0.4-0.5",0,51,560,0,0
259,"0.5-0.6",0,0,248,48,0
259,"0.6-0.7",0,0,4,19,0
260,"0.2-0.3",2,142,0,0,0
260,"0.3-0.4",0,419,126,0,0
260,"0.4-0.5",0,58,578,0,0
260,"0.5-0.6",0,0,223,52,0
260,"0.6-0.7",0,0,3,10,0
261,"0.2-0.3",0,151,0,0,0
261,"0.3-0.4",0,448,155,0,0
261,"0.4-0.5",0,35,594,0,0
261,"0.5-0.6",0,0,232,50,0
261,"0.6-0.7",0,0,2,7,0
262,"0.2-0.3",0,138,0,0,0
262,"0.3-0.4",0,411,150,0,0
262,"0.4-0.5",0,41,621,0,0
262,"0.5-0.6",0,0,236,51,0
262,"0.6-0.7",0,0,2,20,0
263,"0.2-0.3",2,147,0,0,0
263,"0.3-0.4",0,390,157,0,0
263,"0.4-0.5",0,45,570,0,0
263,"0.5-0.6",0,0,236,73,0
263,"0.6-0.7",0,0,1,31,0
264,"0.2-0.3",1,158,0,0,0
264,"0.3-0.4",0,390,153,0,0
264,"0.4-0.5",0,42,617,2,0
264,"0.5-0.6",0,0,215,57,0
264,"0.6-0.7",0,0,1,17,0
265,"0.2-0.3",0,145,0,0,0
265,"0.3-0.4",0,405,167,0,0
265,"0.4-0.5",0,32,588,0,0
265,"0.5-0.6",0,0,242,69,0
265,"0.6-0.7",0,0,2,11,0
